location,rejection_rate
South Stephanie,0.5
Lake Justinport,0.5
New Joseph,0.5
West Christopher,0.5
South Lindsey,0.5
Tiffanyshire,0.5
Francesmouth,0.5
Chapmanshire,0.5
Martinezburgh,0.5
Port Lindamouth,0.5
Martinezfurt,0.5
Edwardsmouth,0.5
Martinezport,0.5
Nelsonmouth,0.5
Martinside,0.5
Martinton,0.5
Martinview,0.5
Maryfort,0.5
Port Thomas,0.5
South Victoria,0.5
Marystad,0.5
West Kelly,0.5
North Lisaville,0.5
Matthewfurt,0.5
Adamview,0.5
Matthewland,0.5
Nathanmouth,0.5
Cervantesbury,0.5
Matthewside,0.5
Port Steven,0.5
Port Tracy,0.5
Port Tyler,0.5
Markstad,0.5
Markshire,0.5
Christinaland,0.5
Thomasville,0.5
Brownshire,0.5
Elliottfurt,0.5
Cherylstad,0.5
Elizabethview,0.5
Browntown,0.5
Thomashaven,0.5
Brownview,0.5
Margaretville,0.5
West Justin,0.5
Chelseabury,0.5
Port William,0.5
Elizabethland,0.5
Stevenview,0.5
New Alexandria,0.5
West Karenmouth,0.5
Elizabethbury,0.5
Markberg,0.5
Markborough,0.5
Elizabethberg,0.5
West Kristen,0.5
Adamsmouth,0.5
Nancymouth,0.5
East Taylor,0.5
West Mark,0.5
Port Richard,0.5
Miguelshire,0.5
East Tammy,0.5
Campbellside,0.5
Millerhaven,0.5
North Matthew,0.5
Moralesland,0.5
Mooreville,0.5
Cameronshire,0.5
Mooreview,0.5
Port Nathanville,0.5
Port Nicholasmouth,0.5
Mooremouth,0.5
Moorefurt,0.5
East Stephanieville,0.5
Mooreburgh,0.5
Mooreborough,0.5
Aaronport,0.5
Monicahaven,0.5
East Stephanie,0.5
Morganport,0.5
Morgantown,0.5
Carterside,0.5
Morrisborough,0.5
Mclaughlinbury,0.5
Susanland,0.5
Meganberg,0.5
Carterbury,0.5
Meganport,0.5
North Margaret,0.5
Murphybury,0.5
West Lisa,0.5
Melissafurt,0.5
Carpenterton,0.5
Suttonmouth,0.5
Suzanneton,0.5
East Sarah,0.5
Mullenborough,0.5
Swansonmouth,0.5
North Mark,0.5
Port Sarah,0.5
Port Sandra,0.5
Michaelland,0.5
West Margaret,0.5
Michaelton,0.5
Christinatown,0.5
Christineside,0.5
Christopherberg,0.5
Courtneybury,0.5
Robinsonland,0.5
New Erica,0.5
Robinmouth,0.5
West Ericstad,0.5
Lake Shelby,0.5
New Emily,0.5
North Karen,0.5
Robertport,0.5
New Donna,0.5
Robertmouth,0.5
New Diane,0.5
Port Jacob,0.5
Robertbury,0.5
Port Jamesborough,0.5
West Randy,0.5
Brianbury,0.5
Conniemouth,0.5
Tiffanyton,0.5
Brianchester,0.5
Lake Timothy,0.5
Brianfort,0.5
North Justinfurt,0.5
Robinsonville,0.5
Alexburgh,0.5
Lake Sarah,0.5
West Rodney,0.5
Ronaldview,0.5
New Jacob,0.5
North Josephbury,0.5
Timothyton,0.5
Brandonside,0.5
North Joshua,0.5
West Elizabethview,0.5
East Megan,0.5
West Elizabethville,0.5
Lake Rebecca,0.5
North Rhonda,0.5
Rodriguezville,0.5
Lake Robertstad,0.5
New Gregory,0.5
Coxside,0.5
North Julie,0.5
Lake Roger,0.5
Brayfort,0.5
Brendaborough,0.5
Lake Samuel,0.5
Fieldsville,0.5
Lake Vanessa,0.5
Christophermouth,0.5
Lewishaven,0.5
Lewistown,0.5
East Patrick,0.5
Alexandermouth,0.5
Lindsayland,0.5
Lindseyborough,0.5
Erinborough,0.5
Thompsonfort,0.5
Lisabury,0.5
Lisahaven,0.5
Lisamouth,0.5
Alexanderhaven,0.5
Youngfurt,0.5
Christopherton,0.5
Lopezfort,0.5
Lopezfurt,0.5
Lopezmouth,0.5
Lopezstad,0.5
Lopezville,0.5
Stephenfurt,0.5
Rachelmouth,0.5
Ericchester,0.5
Lewismouth,0.5
Lewisberg,0.5
Port Jeffrey,0.5
New Brianmouth,0.5
Lake Virginia,0.5
Port Jennifermouth,0.5
Lake Zachary,0.5
New Colin,0.5
Brianton,0.5
Richardstad,0.5
Stacyfort,0.5
Lauraberg,0.5
Tiffanyfort,0.5
Evansmouth,0.5
Lauraview,0.5
Reyesland,0.5
Eugeneburgh,0.5
West Paul,0.5
Alexanderview,0.5
Cobbfurt,0.5
West Jeffrey,0.5
West Jennifer,0.5
New Bruce,0.5
New Brittanybury,0.5
Lesliefort,0.5
Lake Anna,0.5
Schroedermouth,0.5
Kingview,0.5
North Daniel,0.5
North Brandon,0.5
Amandaton,0.5
Victoriafurt,0.5
Pagehaven,0.5
Hallborough,0.5
West Barbara,0.5
East Donna,0.5
South Debra,0.5
Johnstonmouth,0.5
Westfurt,0.5
Josephland,0.5
Heidiland,0.5
New Stephen,0.5
Jenniferstad,0.5
North April,0.5
Gregoryport,0.5
Kimberlybury,0.5
Jonathanborough,0.5
Jonathanchester,0.5
Tylertown,0.5
South Barbara,0.5
Jacquelinestad,0.5
New Suzanne,0.5
Jamesmouth,0.5
Kimtown,0.5
East Gregory,0.5
South Kellytown,0.5
South Joseph,0.5
Port Alex,0.5
Walshshire,0.5
Johnsonbury,0.5
Austinbury,0.5
Williamtown,0.5
Barnesshire,0.5
Jamesfurt,0.5
Johnsonchester,0.5
South Josephchester,0.5
Kingtown,0.5
Jeremyborough,0.5
East Jessica,0.5
Johnsonport,0.5
South Dawn,0.5
Johnsonside,0.5
Andrewsmouth,0.5
Katherinebury,0.5
North Anthony,0.5
West Andrew,0.5
New Stephanie,0.5
Underwoodborough,0.5
New Veronica,0.5
East Abigail,0.5
North Ashley,0.5
Dustinberg,0.5
East Christinemouth,0.5
New Wendy,0.5
South Brian,0.5
North Donna,0.5
Dustinborough,0.5
Jacksontown,0.5
Wallaceside,0.5
Jenniferbury,0.5
Hernandezfort,0.5
Kellyshire,0.5
Dylanfort,0.5
Kellymouth,0.5
Jenniferburgh,0.5
Kellyhaven,0.5
Kellyfurt,0.5
Guzmanport,0.5
Dustinbury,0.5
Joneston,0.5
North Donald,0.5
Keithview,0.5
Harrisfurt,0.5
Jonathanmouth,0.5
Amberchester,0.5
New Ryan,0.5
West Wendy,0.5
Kevinstad,0.5
Griffinmouth,0.5
Ashleytown,0.5
East Diana,0.5
North Thomasstad,0.5
Harrismouth,0.5
New Samuel,0.5
Jennifermouth,0.5
Jennifershire,0.5
Harrisland,0.5
Duranborough,0.5
Jacobmouth,0.5
South Rebecca,0.5
West Anthony,0.5
Angelaton,0.5
Jenniferport,0.5
East Aimee,0.5
Douglasshire,0.5
Bakerport,0.5
Andrewsburgh,0.5
Williamsland,0.5
Jerrychester,0.5
Justinville,0.5
Patrickburgh,0.5
Wagnermouth,0.5
South Michaelmouth,0.5
Nicholasview,0.5
West Bradley,0.5
Janetmouth,0.5
Jamiemouth,0.5
Juliamouth,0.5
South Courtney,0.5
Douglaschester,0.5
South Gary,0.5
North Chelsea,0.5
Justinhaven,0.5
Nguyenmouth,0.5
North Cody,0.5
South Jessicaberg,0.5
Hillton,0.5
Johnborough,0.5
South Daniel,0.5
South James,0.5
East Erica,0.5
Joelberg,0.5
Andrewfort,0.5
East Jeremy,0.5
Andreafort,0.5
Jessechester,0.5
East Andrewmouth,0.5
Jefferyside,0.5
Nicolemouth,0.5
Hendersonfort,0.5
Jesseberg,0.5
Williammouth,0.5
South Paul,0.5
Patrickmouth,0.5
South Alexanderfurt,0.5
Wilsonfort,0.5
North Heather,0.5
Pereztown,0.5
Jamesside,0.5
South Michelle,0.5
New Tracy,0.5
Ashleystad,0.5
Hoganmouth,0.5
Hendersonstad,0.5
Barnettchester,0.5
Nicholsmouth,0.5
South Kelsey,0.5
Williamsberg,0.5
Harrisport,0.5
East Brenda,0.5
Johnport,0.5
Williamsfurt,0.5
South Jason,0.5
Perryfurt,0.5
North Aaron,0.5
East Caroltown,0.5
Perezmouth,0.5
South Lisa,0.5
Annafort,0.5
Anthonyfurt,0.5
Andersonton,0.5
North Christian,0.5
North Deanna,0.5
Johnland,0.5
Port Alexandra,0.5
Julieville,0.5
Lake Michael,0.45454545454545453
East Kelly,0.4444444444444444
South Matthew,0.4444444444444444
Paulmouth,0.42857142857142855
New Amanda,0.42857142857142855
East William,0.42857142857142855
West Robert,0.42857142857142855
East David,0.42857142857142855
West Danielle,0.4
East Jennifer,0.4
West Rebecca,0.4
North Lisa,0.4
Smithview,0.4
Jacksonborough,0.4
Lake David,0.4
Johnmouth,0.4
Port Brandon,0.4
West Gregory,0.4
West John,0.4
New Christopher,0.4
South Amy,0.4
West Charles,0.4
North Michael,0.4
East John,0.4
Davidhaven,0.3333333333333333
East Maria,0.3333333333333333
Lake Nicholas,0.3333333333333333
East Amber,0.3333333333333333
Lake Richard,0.3333333333333333
Ryanshire,0.3333333333333333
Port Vincent,0.3333333333333333
Thomasmouth,0.3333333333333333
South Brittany,0.3333333333333333
Allenland,0.3333333333333333
Tinashire,0.3333333333333333
West Keith,0.3333333333333333
Jonestown,0.3333333333333333
Joshuafurt,0.3333333333333333
Jasonmouth,0.3333333333333333
Jamesport,0.3333333333333333
Allenmouth,0.3333333333333333
Daniellefurt,0.3333333333333333
South Pamela,0.3333333333333333
Jeffreymouth,0.3333333333333333
North Lindsey,0.3333333333333333
West Amy,0.3333333333333333
North Amy,0.3333333333333333
Martinfurt,0.3333333333333333
Port Zachary,0.3333333333333333
North Angela,0.3333333333333333
Jenkinschester,0.3333333333333333
Russellburgh,0.3333333333333333
Veronicamouth,0.3333333333333333
Lake Kenneth,0.3333333333333333
North Emily,0.3333333333333333
Nelsonport,0.3333333333333333
East Mark,0.3333333333333333
New Joshua,0.3333333333333333
West Julie,0.3333333333333333
West Kevin,0.3333333333333333
Josephtown,0.3333333333333333
Wilsontown,0.3333333333333333
Port Stephanie,0.3333333333333333
Lake Robert,0.3333333333333333
Port Pamela,0.3333333333333333
Kevinmouth,0.3333333333333333
Thomasview,0.3333333333333333
South Anthony,0.3333333333333333
North Mary,0.3333333333333333
Port Katherine,0.3333333333333333
Christopherview,0.3333333333333333
Michellehaven,0.3333333333333333
Brownbury,0.3333333333333333
New Marymouth,0.3333333333333333
Johnsonborough,0.3333333333333333
Michaelville,0.3333333333333333
Michaelstad,0.3333333333333333
Lake Debbie,0.3333333333333333
Port Ryan,0.3333333333333333
West Stephanie,0.3333333333333333
Michaelfort,0.3333333333333333
Kingport,0.3333333333333333
Johnsonland,0.3333333333333333
Heathermouth,0.3333333333333333
New Lisa,0.3333333333333333
Port Adam,0.3333333333333333
Williamsburgh,0.3333333333333333
East Joseph,0.3333333333333333
Johnsonstad,0.3333333333333333
Johnsonton,0.3333333333333333
Nguyenfort,0.3333333333333333
Lake Christopher,0.3333333333333333
Millerborough,0.3333333333333333
Richardbury,0.3333333333333333
Rebeccaville,0.3333333333333333
Port Angelaview,0.3333333333333333
Port Patrick,0.3333333333333333
Rebeccamouth,0.3333333333333333
West Matthew,0.3333333333333333
Smithville,0.3333333333333333
Clarkstad,0.3333333333333333
South Monica,0.3333333333333333
Smithton,0.3333333333333333
East Steven,0.3333333333333333
Nicholasland,0.3333333333333333
Smithfurt,0.3333333333333333
Port Amy,0.3333333333333333
Nicoleshire,0.3333333333333333
Smithburgh,0.3333333333333333
Port John,0.3333333333333333
Evansbury,0.3333333333333333
Lisaland,0.3333333333333333
North Stacy,0.3333333333333333
Millerside,0.3333333333333333
East Kayla,0.3333333333333333
Johnsontown,0.3333333333333333
South Kelly,0.3333333333333333
Amytown,0.3333333333333333
Melissatown,0.3333333333333333
South Mark,0.3333333333333333
Lake Gina,0.3333333333333333
Christopherfort,0.3333333333333333
Port Christopher,0.3333333333333333
Port James,0.3333333333333333
Taylorton,0.3333333333333333
Port Shaun,0.3333333333333333
Kevinshire,0.3333333333333333
Davishaven,0.3333333333333333
Lake Jennifer,0.3333333333333333
South Richard,0.3333333333333333
North Sarah,0.3333333333333333
West Sharon,0.3333333333333333
Robertshire,0.3333333333333333
Port Danielle,0.3333333333333333
Williamsside,0.3333333333333333
Jacksonhaven,0.3333333333333333
Stephenmouth,0.3333333333333333
Taylorport,0.3333333333333333
Port Charles,0.3333333333333333
West David,0.2857142857142857
New William,0.2857142857142857
West Daniel,0.2857142857142857
Michaelmouth,0.25
West Michael,0.25
South Vanessa,0.25
Charlesfort,0.25
Markchester,0.25
Port David,0.25
Gonzalezmouth,0.25
Port Anthony,0.25
North Kimberly,0.25
Davidburgh,0.25
Smithhaven,0.25
East Daniel,0.25
South Thomas,0.25
South John,0.25
Jessicastad,0.25
North James,0.25
West Brian,0.25
New David,0.25
Port Matthew,0.25
Lake Stephanie,0.25
East Matthew,0.25
Davidtown,0.25
Charlesport,0.25
New Jason,0.25
North Jacqueline,0.25
Jasonport,0.25
New Scott,0.25
Thompsonmouth,0.25
East Davidtown,0.25
South Michael,0.25
New Jonathan,0.25
West Kimberly,0.25
New Mary,0.25
South Nicholas,0.25
Christopherfurt,0.25
Amandaberg,0.25
Johnsonfort,0.25
South William,0.25
Amyside,0.25
Jamesview,0.25
Williamston,0.25
Jenniferton,0.25
West Corey,0.25
South Christopher,0.25
Millerburgh,0.25
West Jonathan,0.25
Williamsbury,0.25
North Melissa,0.25
North Nicole,0.25
Lake Susan,0.25
Stevenborough,0.25
Lake Justin,0.25
Jenniferborough,0.25
New Jessica,0.25
Lake Paul,0.2
Port Jennifer,0.2
South Jennifer,0.2
West James,0.2
North Robert,0.2
West Sarah,0.2
Smithbury,0.2
Amandahaven,0.2
East Andrew,0.2
Smithstad,0.2
North Andrew,0.2
South David,0.16666666666666666
West Amanda,0.16666666666666666
West Jessica,0.14285714285714285
Smithmouth,0.125
New Michael,0.1111111111111111
Jamesbury,0.1
Odomland,0.0
North Natasha,0.0
Port Kathyland,0.0
North Michaelberg,0.0
North Melissaberg,0.0
Zhangton,0.0
Owenside,0.0
Port Natalie,0.0
Patriciafort,0.0
North Melissaville,0.0
Younghaven,0.0
Port Kathyberg,0.0
Port Mitchellfort,0.0
Odommouth,0.0
Patriciachester,0.0
Owenschester,0.0
Osbornehaven,0.0
Osbornbury,0.0
Odonnellview,0.0
Ortizmouth,0.0
Port Kathrynstad,0.0
Port Monica,0.0
North Nataliefort,0.0
Willietown,0.0
Williamsborough,0.0
Oconnorville,0.0
Patelton,0.0
Wilsonshire,0.0
Port Michael,0.0
Port Michaelborough,0.0
North Nancyhaven,0.0
North Natalie,0.0
Williamsport,0.0
Port Michaelstad,0.0
North Michaelside,0.0
Williamsstad,0.0
Oconnorton,0.0
Pagechester,0.0
Pageberg,0.0
Padillaport,0.0
Port Natashachester,0.0
Port Michelle,0.0
West Nicholasville,0.0
Port Michellebury,0.0
Padillaberg,0.0
Williamton,0.0
Port Miguelborough,0.0
Wilsonmouth,0.0
West Melissaton,0.0
Pacefurt,0.0
Zhangfort,0.0
Port Katrina,0.0
Owensview,0.0
Patriciahaven,0.0
Ortizborough,0.0
Willieville,0.0
Port Karinaside,0.0
Patrickbury,0.0
Wilsonbury,0.0
North Nicoleview,0.0
Port Judith,0.0
Patrickfort,0.0
Zimmermanview,0.0
Port Joyville,0.0
Port Joyce,0.0
Patrickfurt,0.0
Williamland,0.0
Port Joshuaville,0.0
West Pamelabury,0.0
Port Nicole,0.0
Port Nicoleburgh,0.0
Wilsonhaven,0.0
West Pamelatown,0.0
Port Nicolebury,0.0
Port Joshuabury,0.0
Port Joshuaberg,0.0
Port Joshua,0.0
Port Nicolefort,0.0
Port Nicolehaven,0.0
Oliviashire,0.0
Olsonton,0.0
Olsonbury,0.0
Oneillland,0.0
West Olivia,0.0
Oliviabury,0.0
Oliverborough,0.0
Ortizburgh,0.0
West Meghan,0.0
Port Keith,0.0
West Meganchester,0.0
Port Nathan,0.0
Port Nathaniel,0.0
West Maureenton,0.0
Patriciastad,0.0
Port Kaitlyn,0.0
Willisborough,0.0
Port Nathantown,0.0
Willisfurt,0.0
Orozcofurt,0.0
Patriciaville,0.0
West Nicoleburgh,0.0
Orrview,0.0
Wilsonburgh,0.0
Port Justinburgh,0.0
Patrickborough,0.0
Port Juliestad,0.0
Port Julieland,0.0
Port Julie,0.0
West Matthewview,0.0
Port Nicholas,0.0
Port Kaylaton,0.0
Zacharyburgh,0.0
West Nicholas,0.0
West Michele,0.0
Parkerton,0.0
Port Mark,0.0
Port Josephville,0.0
Port Laura,0.0
Parkmouth,0.0
Port Markhaven,0.0
West Michelechester,0.0
Williamsmouth,0.0
Parksborough,0.0
Obrientown,0.0
Zacharyberg,0.0
Port Markview,0.0
Parksshire,0.0
Port Kristen,0.0
West Michealside,0.0
Palmerchester,0.0
Palmerburgh,0.0
Williamsfort,0.0
North Willie,0.0
Port Krystalburgh,0.0
Port Marymouth,0.0
Yvonnefort,0.0
Ochoaport,0.0
Yvonneberg,0.0
Port Maryport,0.0
Port Kristinhaven,0.0
Port Marissaville,0.0
Obrienton,0.0
Pamelaborough,0.0
Parkerstad,0.0
Zacharyfort,0.0
Port Lindachester,0.0
Port Lindafurt,0.0
Williamshire,0.0
Pamfort,0.0
Nunezchester,0.0
Pamelaville,0.0
West Michelleton,0.0
Wilsonton,0.0
Port Leah,0.0
Pamelaview,0.0
Obrienmouth,0.0
Port Loristad,0.0
Port Lynnton,0.0
Port Maria,0.0
Williamside,0.0
Parkerbury,0.0
Parkerchester,0.0
Zacharyfurt,0.0
Port Mariafort,0.0
Pamelaport,0.0
Port Marie,0.0
Pamelaland,0.0
North Zachary,0.0
Port Laurenton,0.0
Parkville,0.0
Parrishstad,0.0
Port Kelly,0.0
Port Kellyburgh,0.0
Port Kennethburgh,0.0
North Nancyfurt,0.0
North Michelle,0.0
Williamsonshire,0.0
West Michaelstad,0.0
Port Matthewhaven,0.0
West Michaelhaven,0.0
Williamsonstad,0.0
Patelstad,0.0
Port Matthewmouth,0.0
Port Matthewside,0.0
Port Kenneth,0.0
Paigebury,0.0
West Mollyside,0.0
Port Megan,0.0
Williamsonview,0.0
West Michaelfort,0.0
Port Kellyberg,0.0
Oconnellfurt,0.0
Port Meganbury,0.0
North William,0.0
Port Melinda,0.0
Port Melissa,0.0
Port Melissamouth,0.0
North Micheal,0.0
Port Linda,0.0
Port Mathew,0.0
Port Kevin,0.0
Port Kevinberg,0.0
West Nancy,0.0
Port Kimberlystad,0.0
Parsonsfurt,0.0
North Michellestad,0.0
Zacharyview,0.0
North Michelleport,0.0
Port Kimberlyland,0.0
Yvetteton,0.0
North Moniquechester,0.0
Youngville,0.0
North Morgan,0.0
Ochoashire,0.0
North Morganville,0.0
North Williamborough,0.0
North Michellemouth,0.0
Port Maryside,0.0
Port Kimberly,0.0
West Monicaberg,0.0
Port Maryview,0.0
Port Kevinshire,0.0
Zamorabury,0.0
Zamorafort,0.0
Port Maryville,0.0
Paigeview,0.0
Port Masonbury,0.0
North Nancy,0.0
Port Meredithside,0.0
West Tracyside,0.0
Patrickside,0.0
Port Danielton,0.0
Wrighttown,0.0
West Williamburgh,0.0
North Tiffanyberg,0.0
North Tiffanyside,0.0
Phillipstown,0.0
West Xavierfort,0.0
Phillipsland,0.0
Port Coreyshire,0.0
Phillipshaven,0.0
Port Courtneyfort,0.0
West Yvonneburgh,0.0
Oliviaview,0.0
Port Crystalburgh,0.0
Woodshire,0.0
Wyattview,0.0
Port Danielfort,0.0
Phillipsbury,0.0
West Shannonville,0.0
Woodshaven,0.0
North Samanthaburgh,0.0
North Samantha,0.0
Port Christyburgh,0.0
West Wesley,0.0
Wrightstad,0.0
Port Cherylbury,0.0
West Stacyfurt,0.0
Port Aaron,0.0
West Stacey,0.0
West Sophiafort,0.0
Popetown,0.0
Wrightshire,0.0
West Sherry,0.0
Port Cheryl,0.0
Popeshire,0.0
North Seth,0.0
North Seanberg,0.0
North Seanland,0.0
Port Christina,0.0
Port Christine,0.0
West Shelbyview,0.0
North Seanfort,0.0
North Thomasland,0.0
Port Christopherfurt,0.0
North Thomasside,0.0
West Waynehaven,0.0
North Sabrinaside,0.0
Phillipfort,0.0
Williamhaven,0.0
Port Danielville,0.0
Port Denisefurt,0.0
Port Deniseport,0.0
West Sarahview,0.0
Petersside,0.0
North Tinachester,0.0
North Ronaldtown,0.0
Port Denniston,0.0
Yangfort,0.0
North Tonya,0.0
Yanghaven,0.0
Port Devin,0.0
Wheelermouth,0.0
Whitakerchester,0.0
West Sandrashire,0.0
Petersonton,0.0
North Ronaldbury,0.0
Yangton,0.0
West Sandrafort,0.0
Whiteberg,0.0
Petersonhaven,0.0
Woodmouth,0.0
Petersview,0.0
Westton,0.0
Port Deborah,0.0
Xavierhaven,0.0
North Ryanfurt,0.0
West Seth,0.0
Philipfurt,0.0
West Zachary,0.0
Port Davidhaven,0.0
North Timothyland,0.0
West Seantown,0.0
North Ryanchester,0.0
Port Davidland,0.0
Port Dawnville,0.0
West Saraton,0.0
Port Dean,0.0
West Scottside,0.0
North Russell,0.0
Westburgh,0.0
Phamton,0.0
North Rosemouth,0.0
Port Deanna,0.0
Westland,0.0
North Tina,0.0
Woodstad,0.0
West Stacymouth,0.0
North Sethtown,0.0
Port Chadburgh,0.0
North Taratown,0.0
Port Amberchester,0.0
Port Ashleyburgh,0.0
Port Amber,0.0
North Stephaniefort,0.0
North Stephaniebury,0.0
Port Amandaton,0.0
West Timothy,0.0
Port Audreyland,0.0
North Stephanie,0.0
Port Austinstad,0.0
West Thomasview,0.0
Port Bethany,0.0
Port Bethstad,0.0
Port Alyssaland,0.0
North Staceyhaven,0.0
Port Blake,0.0
Port Bradley,0.0
North Taylor,0.0
Port Alyssaberg,0.0
North Taylorhaven,0.0
Port Amberhaven,0.0
Port Ashleeshire,0.0
North Tarabury,0.0
West Trevorburgh,0.0
Port Andrea,0.0
Port Amytown,0.0
West Traceyton,0.0
North Suzannemouth,0.0
Port Angelica,0.0
North Tammy,0.0
Port Anita,0.0
West Travis,0.0
North Tammyview,0.0
North Steventon,0.0
Port Aprilmouth,0.0
Port Annamouth,0.0
Port Annaton,0.0
North Stevenfort,0.0
North Tara,0.0
North Stevenchester,0.0
North Steven,0.0
North Taraberg,0.0
Port Anthonybury,0.0
West Valerie,0.0
West Veronica,0.0
Port Brendan,0.0
Port Allisonfort,0.0
Port Carol,0.0
West Victoriaport,0.0
Port Calvin,0.0
West Susanside,0.0
West Susanmouth,0.0
North Shannonhaven,0.0
Port Carla,0.0
West Susan,0.0
Port Adamland,0.0
North Theresabury,0.0
West Stevenstad,0.0
Port Bryanland,0.0
West Steven,0.0
West Stephanieville,0.0
North Thomas,0.0
West Stephanieland,0.0
West Stephanieborough,0.0
Port Carolynmouth,0.0
Wrightmouth,0.0
Port Catherinebury,0.0
Port Catherineshire,0.0
West Victoriaburgh,0.0
Woodwardburgh,0.0
Port Brett,0.0
North Terriville,0.0
Port Brian,0.0
West Teresa,0.0
West Tara,0.0
North Staceychester,0.0
West Tannertown,0.0
Wrightbury,0.0
West Tammyshire,0.0
West Tammychester,0.0
West Victor,0.0
North Sherrytown,0.0
Port Alejandro,0.0
Port Alexischester,0.0
Port Alexis,0.0
Port Alexandraland,0.0
Port Alexandraborough,0.0
Port Bruceberg,0.0
North Sherryburgh,0.0
Port Alexandershire,0.0
West Suzannemouth,0.0
Port Alexa,0.0
West Samuelmouth,0.0
West Samuelfort,0.0
Petersonfurt,0.0
North Rachelfurt,0.0
West Ralph,0.0
Port Jaredville,0.0
Port Jasmine,0.0
Wilkinsonfort,0.0
North Philip,0.0
Port Jasonfurt,0.0
West Rachelberg,0.0
Port Jeffery,0.0
West Rachel,0.0
Port Jenniferfort,0.0
Wilkinsside,0.0
Yorkchester,0.0
Port Jenniferside,0.0
Port Jennifertown,0.0
Port Jeremy,0.0
Paulfort,0.0
Youngberg,0.0
Paulburgh,0.0
Port Jeromebury,0.0
North Vincent,0.0
Port Jerry,0.0
Wilkersonport,0.0
Port Angelafort,0.0
Port Jamiechester,0.0
North Victoriatown,0.0
West Rebeccastad,0.0
West Rebeccamouth,0.0
West Rebeccaland,0.0
West Rebeccafurt,0.0
North Rachel,0.0
Port Henryport,0.0
Port Hollyborough,0.0
West Raymondtown,0.0
Port Ianport,0.0
Port Jackbury,0.0
Port Jamiebury,0.0
Port Jackie,0.0
Port Jacobfort,0.0
West Randyberg,0.0
North Rachaelhaven,0.0
Yorkburgh,0.0
Paulview,0.0
Port Jamesburgh,0.0
West Randall,0.0
Paulstad,0.0
Youngborough,0.0
Paulborough,0.0
Port Jessica,0.0
Port Jose,0.0
Pattersontown,0.0
Port Johnshire,0.0
West Patricktown,0.0
Patrickville,0.0
Port Jonfort,0.0
North Walter,0.0
Patrickview,0.0
North Pamelashire,0.0
Port Jordanberg,0.0
North Pamela,0.0
Port Johnmouth,0.0
Port Josefort,0.0
North Oscar,0.0
Williamburgh,0.0
Wisestad,0.0
Port Josephmouth,0.0
Winterston,0.0
Port Josephside,0.0
Youngfort,0.0
West Patrick,0.0
North Patricia,0.0
Williamborough,0.0
Port Jessicachester,0.0
Pattyville,0.0
North Paul,0.0
West Priscilla,0.0
North Patrickland,0.0
Paulafurt,0.0
Port Jessicafort,0.0
Port Jessicaport,0.0
Port Jill,0.0
North Patrick,0.0
Paulaborough,0.0
West Phillip,0.0
Wolfburgh,0.0
West Petertown,0.0
North Patricialand,0.0
Williamberg,0.0
West Peter,0.0
Port Jocelynbury,0.0
Port Jodi,0.0
Port Joel,0.0
Pattersonview,0.0
Port Johnfort,0.0
West Reneehaven,0.0
Wongshire,0.0
West Samanthaview,0.0
Wilcoxfort,0.0
West Ronaldstad,0.0
North Robertmouth,0.0
Peterburgh,0.0
Port Elizabethland,0.0
Perryside,0.0
Whiteheadberg,0.0
Port Emily,0.0
Perryborough,0.0
North Tylerhaven,0.0
Port Emilyshire,0.0
West Robinchester,0.0
Perezville,0.0
Port Emilyview,0.0
North Richardbury,0.0
West Robin,0.0
Perezside,0.0
West Robertstad,0.0
West Robertland,0.0
North Tylershire,0.0
North Tylertown,0.0
Yatesfurt,0.0
West Russellberg,0.0
Port Eduardo,0.0
Peterchester,0.0
Port Donnabury,0.0
North Rogerfort,0.0
North Rodneyhaven,0.0
West Samanthaland,0.0
Petersonchester,0.0
North Robinhaven,0.0
Port Dianeland,0.0
North Robinbury,0.0
Port Donald,0.0
West Samanthaborough,0.0
North Robin,0.0
West Ryan,0.0
Port Donnahaven,0.0
Port Donnashire,0.0
Petershire,0.0
North Robertview,0.0
North Roberttown,0.0
Peterfurt,0.0
Port Dustinbury,0.0
Port Eddieland,0.0
Peterfort,0.0
Port Eric,0.0
Port Erica,0.0
Whiteheadburgh,0.0
West Richardshire,0.0
Whitetown,0.0
North Raymond,0.0
Port George,0.0
Whiteville,0.0
Pearsonburgh,0.0
Port Georgestad,0.0
Pearsonberg,0.0
Port Gerald,0.0
Whitneyton,0.0
Woodland,0.0
Port Frederickside,0.0
Woodborough,0.0
Port Gina,0.0
Port Ginaland,0.0
Paynechester,0.0
West Richard,0.0
Wongview,0.0
West Ricardoborough,0.0
Yolandaton,0.0
North Victoriafurt,0.0
Peckshire,0.0
North Rebecca,0.0
Perezshire,0.0
Port Erik,0.0
North Ricardomouth,0.0
North Valerie,0.0
Port Ericaland,0.0
Perezburgh,0.0
Whiteport,0.0
Port Erichaven,0.0
West Rickyfurt,0.0
North Valeriefort,0.0
Perezberg,0.0
North Vanessachester,0.0
Port Frankmouth,0.0
North Victorhaven,0.0
Pennyville,0.0
Yoderfurt,0.0
North Victoria,0.0
Penningtonfort,0.0
Port Evan,0.0
Whitestad,0.0
Whiteton,0.0
North Rebeccafurt,0.0
Wilkersonland,0.0
Taramouth,0.0
Port Nicoleton,0.0
Walterston,0.0
Walterburgh,0.0
Waltersfurt,0.0
South Johnborough,0.0
Waltersmouth,0.0
South Joetown,0.0
South Jodistad,0.0
South Joan,0.0
South Johnnyside,0.0
