accident_id,accident_date,location,severity
A005478,2024-02-11,Blairside,Severe
A005479,2023-12-18,New Josephview,Severe
A005480,2024-02-17,South Georgemouth,Minor
A005481,2024-11-18,Jeffreyland,Minor
A005482,2025-02-18,Whitebury,Severe
A005483,2025-01-31,New Julia,Moderate
A005484,2023-03-03,Pricemouth,Minor
A005485,2023-06-27,South Jaclynshire,Severe
A005486,2024-07-25,Mooreshire,Minor
A005487,2024-01-31,Lake Kimberlyport,Minor
A005488,2023-08-24,Hicksside,Minor
A005489,2023-09-28,South Lindsey,Severe
A005490,2024-03-15,Robertbury,Severe
A005491,2024-02-03,Weaverfort,Severe
A005492,2024-03-19,North Andrewport,Moderate
A005493,2024-09-26,North Sabrinaside,Moderate
A005494,2023-03-15,Greerberg,Minor
A005495,2024-03-14,West Danielleside,Severe
A005496,2023-07-14,Martinton,Moderate
A005497,2023-02-27,Lake Kevin,Severe
A005498,2023-04-12,Lynchport,Severe
A005499,2024-08-13,West Robertland,Moderate
A005500,2024-09-04,New Benjaminhaven,Moderate
A005501,2023-03-13,Johnsonmouth,Moderate
A005502,2024-10-02,Ortegastad,Minor
A005503,2024-06-07,Lake Tiffanyfurt,Moderate
A005504,2024-06-08,East Robert,Minor
A005505,2024-01-13,West Samanthamouth,Severe
A005506,2024-01-29,Adamsmouth,Severe
A005507,2023-03-23,Austinbury,Moderate
A005508,2023-07-13,Thomasstad,Severe
A005509,2023-03-08,North Heatherborough,Minor
A005510,2024-07-22,Justinchester,Severe
A005511,2023-04-22,South William,Moderate
A005512,2023-12-12,Karenbury,Minor
A005513,2024-04-22,Duarteport,Minor
A005514,2025-01-26,Port Elizabeth,Minor
A005515,2024-01-25,South Pamela,Moderate
A005516,2023-04-20,Williamsstad,Severe
A005517,2023-05-04,South Natalieville,Moderate
A005518,2024-03-01,Angelashire,Moderate
A005519,2024-04-12,South Robert,Moderate
A005520,2024-05-30,Ryanstad,Moderate
A005521,2024-11-03,East Antonio,Minor
A005522,2024-05-11,Lawsonmouth,Severe
A005523,2023-10-17,Patriciamouth,Severe
A005524,2023-10-25,Woodshire,Minor
A005525,2023-03-21,New Kevin,Moderate
A005526,2024-02-19,Garciaview,Severe
A005527,2024-07-21,Glennbury,Moderate
A005528,2024-03-18,Lake Mary,Minor
A005529,2024-10-12,Tinafurt,Severe
A005530,2024-08-09,Sharonborough,Minor
A005531,2024-09-20,West Kennethfurt,Severe
A005532,2023-07-15,Jenniferburgh,Severe
A005533,2023-12-05,Powellville,Minor
A005534,2024-08-23,Phillipschester,Minor
A005535,2024-02-03,Leonton,Severe
A005536,2024-01-15,Cochranview,Moderate
A005537,2024-10-03,Wesleymouth,Severe
A005538,2023-09-01,Nealmouth,Severe
A005539,2024-03-11,Port Nicole,Severe
A005540,2024-10-11,Higginsview,Severe
A005541,2024-10-15,Valdezhaven,Severe
A005542,2023-08-29,New Calvin,Moderate
A005543,2023-05-24,South Jason,Severe
A005544,2023-08-20,Lake Cameronberg,Minor
A005545,2023-05-17,Andrewview,Minor
A005546,2024-09-17,West Lisa,Moderate
A005547,2023-03-08,East Juanbury,Moderate
A005548,2023-07-14,New Carla,Severe
A005549,2023-11-04,Adamton,Severe
A005550,2024-03-29,Johnton,Moderate
A005551,2023-05-16,East Zacharyfort,Moderate
A005552,2024-05-27,East Megan,Moderate
A005553,2023-06-07,Alexanderchester,Moderate
A005554,2023-08-07,Kristinchester,Severe
A005555,2024-04-19,North Lisafort,Minor
A005556,2023-11-21,Lake David,Minor
A005557,2023-04-25,Lake Matthewland,Severe
A005558,2023-05-31,Griffinport,Minor
A005559,2024-10-13,Michellefort,Minor
A005560,2024-12-14,Foxmouth,Moderate
A005561,2024-07-27,Ramosfurt,Moderate
A005562,2023-07-25,East Travisberg,Minor
A005563,2024-10-05,Kevinmouth,Moderate
A005564,2024-05-22,Jonesport,Minor
A005565,2023-08-07,Kellieborough,Minor
A005566,2023-12-26,Collinsshire,Moderate
A005567,2024-04-20,New Catherinetown,Moderate
A005568,2024-07-30,East Jodifort,Moderate
A005569,2025-01-19,Wilsonport,Severe
A005570,2023-03-16,New Barbara,Severe
A005571,2023-04-30,East Kimberlyville,Moderate
A005572,2024-06-20,Priceport,Severe
A005573,2024-08-14,Justinshire,Severe
A005574,2024-01-25,West Benjaminbury,Severe
A005575,2024-07-18,South Josephchester,Severe
A005576,2024-05-02,Lake Martha,Severe
A005577,2024-01-10,North Duaneton,Minor
A005578,2023-04-09,Brianton,Severe
A005579,2023-02-25,Nicholsland,Moderate
A005580,2024-04-05,North Catherineville,Minor
A005581,2024-12-13,Roweport,Severe
A005582,2023-08-30,New Judith,Minor
A005583,2023-08-08,Lake Anna,Minor
A005584,2025-01-02,West Wendy,Severe
A005585,2024-01-28,West Catherineton,Severe
A005586,2023-09-14,Peterfurt,Severe
A005587,2024-10-18,Mcintyreport,Severe
A005588,2023-09-02,Andrewfort,Minor
A005589,2023-07-30,Lake Austinton,Moderate
A005590,2023-09-16,Amymouth,Minor
A005591,2024-08-10,New Mark,Moderate
A005592,2024-02-18,East Crystalborough,Severe
A005593,2024-10-20,South Kimfort,Minor
A005594,2024-12-16,New Natalie,Moderate
A005595,2023-07-12,Rebeccahaven,Minor
A005596,2024-10-18,Lake Thomasberg,Minor
A005597,2023-06-28,Lake Phyllisland,Severe
A005598,2023-12-16,Robertport,Moderate
A005599,2024-04-08,West Maria,Severe
A005600,2023-07-04,Lake Chadbury,Minor
A005601,2024-04-21,Burkebury,Minor
A005602,2023-05-23,North Danny,Moderate
A005603,2023-10-09,Hallborough,Minor
A005604,2024-11-10,West Stevenstad,Severe
A005605,2024-12-25,East Kaylashire,Minor
A005606,2024-06-25,New Travis,Severe
A005607,2023-08-15,Maryburgh,Severe
A005608,2024-11-26,New Timothy,Minor
A005609,2024-10-18,West Carlstad,Minor
A005610,2024-03-02,West Corey,Moderate
A005611,2024-03-10,Lake Andrew,Moderate
A005612,2024-03-13,New Dylanhaven,Moderate
A005613,2023-07-01,South Jamesstad,Minor
A005614,2024-03-24,New Joshuafurt,Moderate
A005615,2024-09-01,Port Henryport,Severe
A005616,2024-11-09,Blakeburgh,Minor
A005617,2025-01-08,Amyborough,Severe
A005618,2024-11-21,East Charles,Moderate
A005619,2024-10-11,Nicholasview,Severe
A005620,2024-03-26,Gonzalezmouth,Moderate
A005621,2024-11-15,Shaneview,Moderate
A005622,2024-04-04,South Patrick,Minor
A005623,2024-03-11,South David,Minor
A005624,2023-10-04,Kristinemouth,Moderate
A005625,2024-06-08,Bonniefort,Moderate
A005626,2024-01-19,Lake Matthew,Severe
A005627,2024-03-16,Bradleybury,Minor
A005628,2023-10-23,Lake Thomas,Moderate
A005629,2023-08-18,Adamstad,Minor
A005630,2024-11-17,West Dylan,Severe
A005631,2024-01-18,Wilsonhaven,Moderate
A005632,2023-08-01,South Joshuaberg,Moderate
A005633,2023-12-02,Port Natashachester,Moderate
A005634,2024-09-09,Port William,Severe
A005635,2023-03-09,North Mary,Severe
A005636,2023-12-28,Kimbury,Severe
A005637,2025-02-09,Jillhaven,Minor
A005638,2023-11-10,South Kathryn,Moderate
A005639,2024-12-20,Lake Sarah,Minor
A005640,2023-06-30,Lopeztown,Minor
A005641,2024-08-02,Bryantside,Minor
A005642,2023-08-20,New Tracy,Minor
A005643,2024-07-02,Port Ralphview,Moderate
A005644,2024-10-16,Port Ericafort,Severe
A005645,2024-09-05,East Shelly,Severe
A005646,2023-05-20,Lake Kimberlybury,Moderate
A005647,2024-04-26,West Danielfurt,Moderate
A005648,2024-08-15,New Christine,Moderate
A005649,2025-02-14,South Jennifer,Minor
A005650,2024-11-19,North Kerrybury,Moderate
A005651,2024-08-24,Shawnhaven,Moderate
A005652,2024-06-23,East Nataliebury,Minor
A005653,2024-05-05,South Cody,Severe
A005654,2023-06-05,Port Nicoleside,Severe
A005655,2025-01-14,West Matthew,Severe
A005656,2023-10-08,Sullivanberg,Minor
A005657,2023-06-20,Markburgh,Moderate
A005658,2024-10-29,Valeriemouth,Minor
A005659,2024-08-29,Petersonchester,Minor
A005660,2024-07-17,North Markberg,Moderate
A005661,2023-05-31,Wilsonmouth,Minor
A005662,2023-09-29,Amberbury,Severe
A005663,2023-09-27,Hammondstad,Minor
A005664,2024-09-11,East Benjamin,Severe
A005665,2023-04-07,Evanschester,Minor
A005666,2024-10-05,Underwoodburgh,Severe
A005667,2025-01-06,Cabreraview,Minor
A005668,2023-04-07,West Angelastad,Minor
A005669,2024-04-18,Riveraborough,Severe
A005670,2024-04-12,South Donaldbury,Moderate
A005671,2024-07-11,New Michael,Moderate
A005672,2025-01-11,Lorimouth,Minor
A005673,2024-10-23,South Taylorview,Moderate
A005674,2023-04-08,Brownfort,Moderate
A005675,2024-03-07,Lake Nicoleshire,Moderate
A005676,2024-09-14,South Deborah,Moderate
A005677,2024-01-30,Lake Curtis,Severe
A005678,2023-10-01,Gayland,Minor
A005679,2024-01-04,New Ashleyhaven,Moderate
A005680,2024-01-12,Sherifurt,Minor
A005681,2024-12-01,Justinmouth,Minor
A005682,2024-07-24,New Joshua,Moderate
A005683,2024-04-06,South Robertton,Minor
A005684,2024-09-01,Hooverbury,Moderate
A005685,2023-07-14,North Kristine,Severe
A005686,2023-08-31,West Garyberg,Minor
A005687,2023-06-06,Darrellchester,Minor
A005688,2024-10-30,New Chase,Moderate
A005689,2024-07-23,North Brianport,Moderate
A005690,2025-01-01,Lake Kelly,Moderate
A005691,2023-05-26,New Alexander,Moderate
A005692,2023-05-19,Olsonbury,Moderate
A005693,2024-06-17,Kingmouth,Minor
A005694,2024-11-04,Patriciafort,Moderate
A005695,2024-09-06,Adamsville,Minor
A005696,2024-10-11,Allisonstad,Minor
A005697,2024-02-23,Eileenstad,Minor
A005698,2024-07-17,South Michael,Moderate
A005699,2023-08-18,Lake Noahfort,Severe
A005700,2024-05-02,Lake Derekville,Severe
A005701,2023-12-14,Lake Ambermouth,Moderate
A005702,2023-04-17,West Alexander,Moderate
A005703,2025-01-31,North Dominique,Moderate
A005704,2023-07-27,New Kimberlyville,Severe
A005705,2024-11-05,Port Jonathan,Minor
A005706,2024-03-14,Lake Nathantown,Severe
A005707,2024-11-10,Martinbury,Moderate
A005708,2024-12-09,Reyesland,Moderate
A005709,2024-03-09,Madisontown,Severe
A005710,2023-03-19,New William,Moderate
A005711,2023-03-22,West Monica,Moderate
A005712,2025-02-09,West Susanburgh,Minor
A005713,2023-05-24,Lake Carol,Severe
A005714,2023-12-18,Meganland,Severe
A005715,2023-12-25,Brownton,Moderate
A005716,2024-12-22,Reedfort,Severe
A005717,2024-12-08,Mortonmouth,Minor
A005718,2023-12-18,South Tracy,Moderate
A005719,2024-05-02,East Gary,Severe
A005720,2024-04-06,Garnermouth,Severe
A005721,2023-10-24,Grahamside,Minor
A005722,2024-05-03,New Justin,Moderate
A005723,2024-10-18,East Matthewville,Minor
A005724,2024-01-30,North Reginald,Minor
A005725,2024-08-24,Kelleyborough,Moderate
A005726,2023-04-25,South Lisa,Severe
A005727,2023-12-29,Boothmouth,Severe
A005728,2023-04-04,East Luis,Severe
A005729,2025-02-12,South Kristibury,Moderate
A005730,2024-11-07,Kevinfurt,Minor
A005731,2023-04-05,South Stephanie,Severe
A005732,2023-05-13,North Kevinchester,Severe
A005733,2024-06-03,South Debbie,Minor
A005734,2023-07-27,South Kellytown,Severe
A005735,2024-01-09,North Jamesport,Severe
A005736,2023-10-03,Erinborough,Severe
A005737,2023-03-06,Kristinfurt,Moderate
A005738,2023-04-11,Shannontown,Moderate
A005739,2023-11-15,Heatherburgh,Moderate
A005740,2024-03-21,Michaeltown,Moderate
A005741,2023-04-26,Henryberg,Moderate
A005742,2024-12-01,North Charles,Severe
A005743,2025-02-05,New Saraview,Severe
A005744,2024-05-04,Port Sarashire,Moderate
A005745,2024-01-04,Juanborough,Moderate
A005746,2024-02-10,North Janice,Severe
A005747,2024-03-15,Port Markhaven,Minor
A005748,2023-03-14,New Curtisshire,Severe
A005749,2023-08-20,Nguyenbury,Minor
A005750,2023-05-22,West Josephfort,Minor
A005751,2024-09-15,Karenborough,Minor
A005752,2024-07-29,South Jeremy,Moderate
A005753,2024-10-26,Gonzalezmouth,Moderate
A005754,2024-09-23,Jodihaven,Severe
A005755,2024-08-28,Stoneview,Minor
A005756,2023-06-27,Waltonbury,Moderate
A005757,2023-10-19,South Shaneton,Minor
A005758,2024-11-27,West Ericstad,Severe
A005759,2023-10-06,South Anthony,Minor
A005760,2024-05-20,South Brendaport,Moderate
A005761,2023-07-23,South Jasonhaven,Moderate
A005762,2024-05-19,Kellieton,Minor
A005763,2024-06-19,East Brendaport,Severe
A005764,2023-09-13,Dicksonshire,Severe
A005765,2023-06-20,Jacksontown,Severe
A005766,2023-09-23,Stephensontown,Severe
A005767,2023-03-24,Susanburgh,Minor
A005768,2023-12-01,Carterbury,Minor
A005769,2023-07-14,South Ricky,Severe
A005770,2024-11-21,North Billy,Severe
A005771,2023-02-22,New Amy,Moderate
A005772,2023-08-25,Heatherhaven,Moderate
A005773,2024-08-18,Lake Reneeland,Severe
A005774,2024-04-26,Julieville,Minor
A005775,2023-09-30,East Melissa,Severe
A005776,2025-01-28,New Christine,Moderate
A005777,2023-05-01,Timothyborough,Minor
A005778,2024-09-09,Leefurt,Moderate
A005779,2024-06-18,Kiddhaven,Minor
A005780,2025-02-11,Jimstad,Severe
A005781,2024-03-21,Alvarezmouth,Severe
A005782,2023-05-07,Andersonborough,Severe
A005783,2024-06-04,West Lauraland,Severe
A005784,2024-03-25,Rebeccashire,Moderate
A005785,2024-01-19,Moraleston,Minor
A005786,2024-06-13,Port Austinstad,Minor
A005787,2023-10-11,Samuelfort,Severe
A005788,2024-09-26,Jensenburgh,Severe
A005789,2023-04-15,Port Stacy,Severe
A005790,2023-06-13,Port Ryan,Moderate
A005791,2025-02-13,North Louisburgh,Severe
A005792,2023-05-02,West Jacob,Minor
A005793,2023-03-14,Dianeview,Severe
A005794,2023-09-26,Danielsstad,Minor
A005795,2023-03-03,Armstrongstad,Minor
A005796,2024-01-20,Darleneborough,Minor
A005797,2023-02-28,West Racheltown,Severe
A005798,2023-06-14,Alexandriaside,Moderate
A005799,2023-02-18,Burkeland,Severe
A005800,2024-08-07,New Erikahaven,Severe
A005801,2023-09-20,East Andrewmouth,Severe
A005802,2024-07-16,Port Victoriaside,Severe
A005803,2023-11-15,South Mariamouth,Moderate
A005804,2024-05-24,West Alexis,Severe
A005805,2024-04-16,West Brendaview,Severe
A005806,2023-03-18,Port Tyronehaven,Moderate
A005807,2023-06-24,Port Markland,Severe
A005808,2024-10-04,New Rebecca,Moderate
A005809,2023-04-06,Bradleyhaven,Minor
A005810,2024-10-19,Kathleenshire,Moderate
A005811,2023-06-16,South Cherylstad,Minor
A005812,2023-09-30,New Emily,Severe
A005813,2023-04-30,East Joshua,Minor
A005814,2024-12-20,Lake Gina,Severe
A005815,2024-10-26,Henryfort,Severe
A005816,2024-03-19,Walshfort,Moderate
A005817,2023-06-17,Port James,Severe
A005818,2024-01-23,Davidton,Minor
A005819,2024-10-27,Lake Tammyville,Moderate
A005820,2024-04-15,New Antonioport,Moderate
A005821,2023-11-08,Cardenasborough,Moderate
A005822,2024-07-27,Andrewstad,Moderate
A005823,2024-03-11,West Brianhaven,Moderate
A005824,2023-11-07,Jameston,Severe
A005825,2023-03-13,New Victoria,Severe
A005826,2023-07-13,East Shelley,Severe
A005827,2024-07-03,Rojasshire,Severe
A005828,2024-11-01,Lake David,Severe
A005829,2024-09-17,Port Donna,Minor
A005830,2024-08-17,Ronaldtown,Severe
A005831,2024-11-10,Jimenezfurt,Minor
A005832,2023-11-11,North Angela,Moderate
A005833,2024-07-05,Kimberlyshire,Minor
A005834,2024-11-12,East Thomaschester,Minor
A005835,2024-02-28,Langchester,Minor
A005836,2024-07-11,New Christopher,Severe
A005837,2023-05-27,South Jenniferland,Minor
A005838,2024-07-22,South Raymond,Moderate
A005839,2023-05-23,Kathrynstad,Minor
A005840,2023-08-08,Karenview,Moderate
A005841,2023-05-18,Westburgh,Severe
A005842,2024-08-03,Cathymouth,Minor
A005843,2024-09-14,Ayalaville,Severe
A005844,2024-03-03,West Michael,Severe
A005845,2023-10-31,North Manuel,Severe
A005846,2025-02-03,Murphyview,Moderate
A005847,2024-05-19,West Elizabethville,Minor
A005848,2023-06-08,South Sabrinastad,Minor
A005849,2023-08-21,Keithburgh,Severe
A005850,2024-09-29,Garciaborough,Severe
A005851,2024-08-06,East Andrewmouth,Minor
A005852,2024-11-10,Jonathantown,Minor
A005853,2024-10-12,Conniemouth,Severe
A005854,2023-12-05,Port Carrie,Severe
A005855,2023-10-20,Martinland,Minor
A005856,2025-01-28,Lake Jill,Moderate
A005857,2023-08-17,Port Jennifer,Severe
A005858,2023-12-09,Smithburgh,Minor
A005859,2023-08-17,Danielstad,Severe
A005860,2024-12-17,Johnsonland,Minor
A005861,2023-08-18,Smithmouth,Minor
A005862,2024-08-19,Boonemouth,Severe
A005863,2025-01-11,Doughertyborough,Minor
A005864,2024-09-09,Port Maryville,Moderate
A005865,2023-03-29,Delgadoshire,Minor
A005866,2024-09-03,Randymouth,Moderate
A005867,2024-06-05,Nelsonland,Severe
A005868,2024-04-16,Lake Samuel,Minor
A005869,2025-01-08,Laurenland,Minor
A005870,2023-03-19,Perryborough,Severe
A005871,2024-03-31,Lake Barryburgh,Moderate
A005872,2024-10-23,Lake Audrey,Minor
A005873,2024-05-04,Matthewville,Moderate
A005874,2024-01-19,West Ashleyberg,Severe
A005875,2024-12-27,Lake Rachelport,Severe
A005876,2023-08-25,Rosehaven,Moderate
A005877,2023-09-21,Port Melissa,Severe
A005878,2024-03-28,East Laura,Moderate
A005879,2024-11-03,North Jamesside,Moderate
A005880,2023-12-01,East Levi,Moderate
A005881,2023-03-22,South Amy,Minor
A005882,2024-09-16,Lake Jared,Severe
A005883,2024-04-25,West Emilyberg,Minor
A005884,2024-05-26,Sonyachester,Minor
A005885,2024-03-30,Lake Shirley,Moderate
A005886,2025-02-18,Thomasmouth,Moderate
A005887,2025-02-07,East Kimberly,Moderate
A005888,2024-08-14,Leeshire,Moderate
A005889,2024-06-27,Bentonbury,Severe
A005890,2024-06-11,East Travis,Severe
A005891,2023-11-08,Lake Darleneborough,Moderate
A005892,2023-03-18,Joshuaborough,Severe
A005893,2023-03-15,North Teresa,Severe
A005894,2024-11-27,West Feliciabury,Moderate
A005895,2023-07-18,Lake Patricia,Minor
A005896,2024-05-18,Jacksonbury,Severe
A005897,2024-07-25,Port Phillipfort,Severe
A005898,2024-08-28,Pagehaven,Moderate
A005899,2023-08-11,Jacquelinetown,Severe
A005900,2024-12-23,Lake Lindaberg,Severe
A005901,2024-12-24,North Devonfurt,Minor
A005902,2024-08-05,West Dennischester,Minor
A005903,2024-12-11,Rogersport,Severe
A005904,2024-06-15,Paulmouth,Severe
A005905,2024-11-11,East Amyside,Minor
A005906,2023-08-21,West Gregoryside,Severe
A005907,2024-06-20,South Amanda,Severe
A005908,2023-03-01,New Kyle,Minor
A005909,2023-10-14,Johnsonfort,Moderate
A005910,2023-10-18,West Jessica,Moderate
A005911,2025-02-21,Wilsontown,Severe
A005912,2023-12-22,Kingberg,Moderate
A005913,2023-08-23,Rhondatown,Severe
A005914,2023-08-29,East Bethport,Severe
A005915,2023-05-23,Higginsstad,Severe
A005916,2024-11-28,Hollandberg,Moderate
A005917,2024-12-23,North William,Severe
A005918,2024-09-20,Evansport,Minor
A005919,2023-09-08,West Davidport,Severe
A005920,2024-07-13,North Jeremyhaven,Moderate
A005921,2024-11-07,Gonzalesfurt,Severe
A005922,2023-04-30,Mullinsmouth,Severe
A005923,2024-01-29,North Alecbury,Minor
A005924,2023-03-14,North Natalie,Moderate
A005925,2024-07-22,New Scottfort,Minor
A005926,2024-10-28,Jonestown,Minor
A005927,2025-02-15,Port Vincent,Severe
A005928,2023-11-18,Lake Carl,Severe
A005929,2023-08-30,Roberthaven,Severe
A005930,2024-04-29,East Michaelton,Minor
A005931,2024-08-25,Lake Stacy,Moderate
A005932,2024-08-13,West Brendamouth,Moderate
A005933,2024-09-03,Javierville,Moderate
A005934,2023-12-01,Nashburgh,Moderate
A005935,2023-03-16,South Ryanland,Moderate
A005936,2023-05-27,Frenchmouth,Moderate
A005937,2024-03-01,Christinaview,Severe
A005938,2023-03-18,Joeside,Moderate
A005939,2023-10-31,Port Michael,Minor
A005940,2024-02-26,East James,Moderate
A005941,2023-12-09,Anthonytown,Moderate
A005942,2023-05-29,Gibbsburgh,Moderate
A005943,2025-01-24,Ramosfort,Severe
A005944,2024-04-10,Wilsonfort,Severe
A005945,2023-10-12,Webbville,Minor
A005946,2023-07-01,West Matthew,Moderate
A005947,2024-03-20,East Denisemouth,Minor
A005948,2024-03-06,Port Sarahburgh,Severe
A005949,2024-06-17,Martinside,Severe
A005950,2024-04-05,Andersonbury,Severe
A005951,2023-03-17,Jeffreymouth,Moderate
A005952,2024-06-14,North Kennethmouth,Moderate
A005953,2024-10-23,Jacksonside,Moderate
A005954,2024-04-18,Matthewland,Moderate
A005955,2023-03-02,East Jacobton,Moderate
A005956,2024-08-13,Patrickfort,Moderate
A005957,2025-02-11,Roachview,Minor
A005958,2024-09-07,East Billy,Moderate
A005959,2024-12-15,Port Alexa,Moderate
A005960,2023-08-13,Wrightstad,Minor
A005961,2023-09-15,West Jessica,Minor
A005962,2024-08-11,Hawkinsborough,Minor
A005963,2023-12-06,Rachaelberg,Moderate
A005964,2024-05-20,Williamborough,Severe
A005965,2023-10-13,Michaelfort,Minor
A005966,2024-09-07,Scottstad,Minor
A005967,2024-04-14,New Kara,Moderate
A005968,2024-11-08,North Jessicaberg,Moderate
A005969,2024-10-12,Judyport,Minor
A005970,2023-05-22,Port Maryside,Moderate
A005971,2023-07-26,Kennethtown,Moderate
A005972,2024-09-04,Gilbertfort,Severe
A005973,2023-09-04,Josephfurt,Moderate
A005974,2024-08-30,West Jessica,Severe
A005975,2024-01-31,Hawkinsshire,Severe
A005976,2024-07-21,Mitchellberg,Minor
A005977,2023-09-27,East Gregorymouth,Severe
A005978,2024-04-29,New Brian,Moderate
A005979,2024-10-10,Port Alejandro,Moderate
A005980,2023-11-30,Lake Johnny,Moderate
A005981,2024-02-09,Cartermouth,Minor
A005982,2023-08-30,Wendyton,Minor
A005983,2023-06-29,Kaitlynside,Minor
A005984,2023-10-20,North Andreamouth,Moderate
A005985,2023-06-23,East Briannaside,Moderate
A005986,2024-06-07,South Crystalport,Moderate
A005987,2024-09-11,Seanland,Moderate
A005988,2024-05-23,North Nancyfurt,Moderate
A005989,2024-01-13,Combsstad,Moderate
A005990,2024-01-19,Jamesbury,Minor
A005991,2024-08-12,South David,Severe
A005992,2025-01-10,Elliottfurt,Minor
A005993,2023-11-27,Valentineland,Minor
A005994,2025-01-24,Doriston,Severe
A005995,2024-11-30,New Paul,Minor
A005996,2024-04-06,Duranborough,Severe
A005997,2024-10-24,East Michelle,Moderate
A005998,2023-04-11,South Kristen,Minor
A005999,2023-06-08,Jennaville,Severe
A006000,2023-12-18,West Nicoleburgh,Minor
A006001,2024-03-31,New Rebeccabury,Severe
A006002,2025-02-18,Gavintown,Moderate
A006003,2024-02-05,Harrisonport,Severe
A006004,2024-11-16,South Jeremyhaven,Minor
A006005,2024-11-05,Lesliefort,Moderate
A006006,2023-03-07,Lake Angelville,Severe
A006007,2023-09-27,South Heatherview,Severe
A006008,2023-09-03,East Angela,Severe
A006009,2024-07-01,Howardport,Minor
A006010,2024-05-05,Tracyton,Minor
A006011,2023-10-31,South Douglaston,Minor
A006012,2023-02-27,New Matthewton,Moderate
A006013,2023-05-20,North Kevinstad,Minor
A006014,2023-05-03,Henryshire,Moderate
A006015,2024-08-18,Kevinborough,Minor
A006016,2024-02-12,Lauraberg,Severe
A006017,2023-06-25,Barnettchester,Minor
A006018,2023-06-20,Williammouth,Minor
A006019,2023-10-16,West Kevin,Minor
A006020,2024-11-06,Madisonmouth,Moderate
A006021,2023-12-24,Mercerhaven,Moderate
A006022,2024-07-22,Christinatown,Minor
A006023,2025-02-07,West Christinebury,Minor
A006024,2023-04-07,South Joseph,Minor
A006025,2024-02-19,West Kevinchester,Minor
A006026,2024-11-26,Port Ashley,Minor
A006027,2023-09-25,West Bettyside,Severe
A006028,2023-06-07,East Jennyside,Moderate
A006029,2025-02-12,South Teresa,Severe
A006030,2023-12-30,Cooperfort,Severe
A006031,2024-05-25,Lake Katie,Moderate
A006032,2024-12-19,Jamesview,Moderate
A006033,2024-02-12,Riversberg,Minor
A006034,2023-02-21,Lake Kristenville,Moderate
A006035,2023-10-24,Amandaberg,Moderate
A006036,2024-11-22,South Jeanneshire,Severe
A006037,2023-09-08,Port Jasonburgh,Severe
A006038,2024-11-06,Bullockside,Severe
A006039,2024-04-11,Lake Anthony,Severe
A006040,2024-01-14,North Robin,Moderate
A006041,2025-01-16,Whiteton,Moderate
A006042,2024-01-20,Lake Rebecca,Severe
A006043,2024-09-02,Lake Justinside,Minor
A006044,2024-10-27,Jeffreymouth,Severe
A006045,2025-01-26,Lake Ronald,Minor
A006046,2023-03-07,West Danaberg,Severe
A006047,2023-08-16,South Brianborough,Severe
A006048,2024-06-15,Smithshire,Minor
A006049,2023-08-13,East Sheila,Minor
A006050,2023-06-05,Cassandramouth,Minor
A006051,2024-01-01,Greenfurt,Minor
A006052,2023-03-24,Patrickmouth,Severe
A006053,2024-08-01,Lake Shawn,Moderate
A006054,2024-01-06,Joneshaven,Moderate
A006055,2023-07-07,New Jamesberg,Moderate
A006056,2024-10-07,South Debra,Moderate
A006057,2024-01-18,East Dustinport,Severe
A006058,2023-12-05,South Dylan,Moderate
A006059,2023-04-10,Hunterstad,Moderate
A006060,2024-10-18,West Bryanmouth,Moderate
A006061,2023-03-30,Gordonfort,Moderate
A006062,2024-09-14,West Deborah,Moderate
A006063,2023-10-08,Colemanberg,Moderate
A006064,2023-08-11,Lake Stephanie,Minor
A006065,2024-08-12,Port Jennifer,Moderate
A006066,2024-04-16,Michaelhaven,Minor
A006067,2024-01-08,South Crystaltown,Moderate
A006068,2024-01-03,West Samanthaborough,Severe
A006069,2024-01-15,New Michaelside,Minor
A006070,2023-03-22,Joannachester,Minor
A006071,2023-04-30,Jasonchester,Severe
A006072,2024-12-31,Castroside,Minor
A006073,2025-02-03,Riggsbury,Severe
A006074,2023-06-30,Jamesland,Moderate
A006075,2023-06-18,Robertston,Severe
A006076,2023-05-31,New Marymouth,Minor
A006077,2024-04-09,New Joshuatown,Severe
A006078,2024-05-02,Torresfort,Severe
A006079,2024-10-04,Stephanieshire,Severe
A006080,2023-10-02,Deanhaven,Moderate
A006081,2023-09-25,South Anthonyview,Minor
A006082,2023-08-03,Port Charlesport,Minor
A006083,2023-12-17,Lake Angelaland,Severe
A006084,2024-10-07,Clarkburgh,Severe
A006085,2024-04-25,East Michaelside,Moderate
A006086,2023-05-06,West Angela,Severe
A006087,2023-03-19,Justinland,Severe
A006088,2024-01-23,South Andrew,Severe
A006089,2024-08-03,East Aliciachester,Severe
A006090,2024-10-10,Danieltown,Moderate
A006091,2023-08-02,Lake Anna,Minor
A006092,2023-08-16,South Rebecca,Minor
A006093,2023-04-16,South Craigton,Minor
A006094,2023-11-26,East Lisastad,Severe
A006095,2025-01-29,East Kurtport,Moderate
A006096,2023-04-13,Port Bethstad,Moderate
A006097,2024-11-12,West Gail,Severe
A006098,2024-09-22,Angelamouth,Moderate
A006099,2024-09-01,Port Mariafort,Moderate
A006100,2023-05-02,Victoriaburgh,Minor
A006101,2024-04-08,Moralesland,Moderate
A006102,2024-09-18,Port Monica,Minor
A006103,2023-08-04,Johnnybury,Minor
A006104,2024-08-10,West Lauren,Moderate
