claim_id,policy_id,claimant_id,accident_id,claim_date,claim_amount,status,processing_days
C003893,P28838,CL31518,A003893,2023-06-10,17294,Rejected,10
C003894,P52107,CL21334,A003894,2024-12-22,41785,Rejected,50
C003895,P62025,CL50264,A003895,2023-12-12,46840,Rejected,7
C003896,P46011,CL61579,A003896,2023-04-04,48498,Pending,49
C003897,P45348,CL39581,A003897,2023-09-27,42933,Pending,49
C003898,P38945,CL72209,A003898,2024-01-15,10464,Pending,39
C003899,P78167,CL38972,A003899,2024-08-15,12873,Rejected,43
C003900,P26632,CL97777,A003900,2023-10-15,29505,Approved,17
C003901,P86512,CL74000,A003901,2024-06-13,30471,Rejected,56
C003902,P37651,CL77420,A003902,2024-10-22,3762,Approved,11
C003903,P78484,CL75230,A003903,2023-11-04,43104,Rejected,13
C003904,P85030,CL02759,A003904,2024-04-16,30915,Rejected,28
C003905,P55274,CL10600,A003905,2024-04-26,17986,Pending,14
C003906,P87033,CL76402,A003906,2024-02-09,41857,Rejected,39
C003907,P39249,CL90104,A003907,2023-06-01,21656,Pending,40
C003908,P37488,CL71988,A003908,2024-01-29,41364,Rejected,21
C003909,P28563,CL85103,A003909,2023-03-26,4846,Rejected,59
C003910,P80454,CL22051,A003910,2023-10-02,47837,Rejected,22
C003911,P61188,CL45095,A003911,2025-01-20,32931,Rejected,12
C003912,P72824,CL46814,A003912,2025-01-09,7217,Rejected,32
C003913,P31642,CL34032,A003913,2024-12-24,46455,Rejected,34
C003914,P60341,CL93212,A003914,2024-05-16,18546,Rejected,28
C003915,P40845,CL93478,A003915,2024-05-25,1833,Pending,9
C003916,P66484,CL07821,A003916,2024-01-16,36063,Rejected,12
C003917,P47010,CL61371,A003917,2024-06-27,22990,Pending,46
C003918,P50673,CL44347,A003918,2025-02-13,40706,Pending,45
C003919,P62364,CL88002,A003919,2024-11-29,45721,Rejected,52
C003920,P15558,CL42730,A003920,2024-08-29,35238,Pending,3
C003921,P90092,CL74118,A003921,2024-10-24,49666,Rejected,21
C003922,P70172,CL06540,A003922,2024-07-18,1216,Rejected,36
C003923,P55915,CL30763,A003923,2025-02-20,20298,Rejected,31
C003924,P61580,CL45619,A003924,2024-08-24,33469,Pending,8
C003925,P11712,CL49280,A003925,2023-09-30,34875,Rejected,51
C003926,P27903,CL64286,A003926,2025-01-08,17220,Pending,9
C003927,P67939,CL62397,A003927,2024-07-06,34976,Pending,22
C003928,P48880,CL97572,A003928,2023-03-17,24657,Rejected,20
C003929,P61755,CL38727,A003929,2023-03-04,47807,Pending,22
C003930,P60977,CL69095,A003930,2024-12-19,32234,Approved,54
C003931,P23160,CL77782,A003931,2024-04-28,44877,Pending,35
C003932,P63145,CL11499,A003932,2024-04-18,39517,Approved,53
C003933,P55584,CL75503,A003933,2024-04-24,14941,Rejected,16
C003934,P29277,CL15715,A003934,2024-08-13,29955,Rejected,18
C003935,P39854,CL05525,A003935,2024-07-19,31284,Approved,5
C003936,P39026,CL83934,A003936,2024-02-24,5471,Pending,1
C003937,P92287,CL68269,A003937,2025-01-08,36242,Rejected,9
C003938,P97378,CL38274,A003938,2023-03-02,29035,Rejected,30
C003939,P50079,CL18744,A003939,2024-04-26,10245,Approved,58
C003940,P78568,CL68105,A003940,2025-02-16,2165,Rejected,49
C003941,P51001,CL55355,A003941,2023-08-25,703,Rejected,36
C003942,P99270,CL79029,A003942,2023-09-05,37699,Pending,15
C003943,P99239,CL32665,A003943,2025-02-05,2692,Approved,37
C003944,P58893,CL54924,A003944,2023-10-26,14810,Pending,27
C003945,P89969,CL43977,A003945,2023-12-22,16597,Pending,7
C003946,P81294,CL69394,A003946,2023-06-09,30495,Pending,41
C003947,P28132,CL78349,A003947,2023-05-06,48819,Rejected,55
C003948,P61315,CL41478,A003948,2024-08-22,36888,Approved,17
C003949,P92425,CL80367,A003949,2023-11-29,23652,Pending,4
C003950,P31842,CL84349,A003950,2025-01-02,24097,Rejected,23
C003951,P34412,CL24560,A003951,2024-05-28,19666,Rejected,35
C003952,P58770,CL02700,A003952,2024-04-18,17556,Approved,53
C003953,P25010,CL63698,A003953,2023-11-18,36810,Approved,54
C003954,P33856,CL75834,A003954,2023-09-22,33860,Rejected,35
C003955,P72343,CL84401,A003955,2023-12-12,38537,Approved,58
C003956,P77688,CL75162,A003956,2023-07-30,21651,Pending,11
C003957,P72483,CL22770,A003957,2024-11-01,3061,Pending,26
C003958,P18391,CL04124,A003958,2023-07-02,35867,Rejected,38
C003959,P25564,CL83019,A003959,2024-04-23,35174,Rejected,42
C003960,P79032,CL64990,A003960,2023-03-23,22356,Pending,36
C003961,P67815,CL61692,A003961,2024-12-26,8224,Rejected,2
C003962,P65419,CL26905,A003962,2024-07-11,40292,Pending,25
C003963,P95536,CL76161,A003963,2024-02-14,31758,Approved,17
C003964,P62209,CL44639,A003964,2024-03-01,10168,Pending,34
C003965,P49397,CL36251,A003965,2024-06-25,20326,Pending,46
C003966,P95624,CL97324,A003966,2023-07-21,21518,Approved,13
C003967,P33208,CL75311,A003967,2023-04-20,20670,Approved,45
C003968,P81116,CL39659,A003968,2023-05-10,29904,Pending,55
C003969,P17251,CL88744,A003969,2023-09-28,20562,Approved,33
C003970,P19502,CL44721,A003970,2023-06-01,45588,Pending,22
C003971,P40217,CL65143,A003971,2023-11-05,3680,Rejected,59
C003972,P14471,CL78972,A003972,2024-05-10,22356,Approved,38
C003973,P34817,CL16366,A003973,2024-04-12,24174,Approved,9
C003974,P34656,CL76260,A003974,2024-02-02,12468,Pending,60
C003975,P69634,CL21533,A003975,2024-03-19,43308,Approved,7
C003976,P96853,CL33086,A003976,2023-08-08,31470,Approved,34
C003977,P67875,CL66801,A003977,2024-09-16,23790,Rejected,15
C003978,P93818,CL78565,A003978,2023-04-28,43341,Approved,17
C003979,P83478,CL91131,A003979,2023-07-18,22628,Pending,45
C003980,P58435,CL50652,A003980,2024-07-31,47709,Pending,34
C003981,P71161,CL41231,A003981,2024-01-20,20020,Approved,8
C003982,P54974,CL81280,A003982,2025-01-21,35731,Approved,49
C003983,P23038,CL86874,A003983,2023-04-30,20725,Rejected,7
C003984,P43201,CL48161,A003984,2024-03-10,33623,Rejected,8
C003985,P87675,CL41081,A003985,2024-05-09,30101,Pending,47
C003986,P92030,CL38762,A003986,2024-01-21,47607,Approved,13
C003987,P64517,CL83854,A003987,2024-02-16,34442,Rejected,51
C003988,P98020,CL50656,A003988,2023-09-29,24209,Pending,59
C003989,P10730,CL84718,A003989,2024-08-21,16750,Pending,53
C003990,P53139,CL38533,A003990,2024-11-10,20275,Rejected,15
C003991,P96517,CL71797,A003991,2024-11-22,46772,Approved,15
C003992,P38417,CL82586,A003992,2024-04-14,3153,Rejected,26
C003993,P95984,CL10433,A003993,2025-02-13,32385,Rejected,56
C003994,P58098,CL73760,A003994,2023-07-06,18337,Pending,20
C003995,P50614,CL14895,A003995,2023-09-12,43412,Pending,19
C003996,P65407,CL73012,A003996,2024-06-03,22848,Approved,60
C003997,P33128,CL57884,A003997,2025-01-21,31191,Pending,36
C003998,P95104,CL30477,A003998,2024-10-15,11006,Rejected,55
C003999,P84579,CL99901,A003999,2025-01-16,48366,Pending,35
C004000,P87483,CL33103,A004000,2023-03-21,43983,Rejected,18
C004001,P76374,CL13437,A004001,2023-08-03,31148,Rejected,30
C004002,P55369,CL40272,A004002,2023-06-26,11915,Rejected,2
C004003,P35691,CL06413,A004003,2024-01-28,45522,Approved,37
C004004,P84562,CL54075,A004004,2023-08-20,8849,Rejected,45
C004005,P39605,CL22052,A004005,2024-07-07,48298,Pending,40
C004006,P97144,CL96731,A004006,2024-03-13,40488,Pending,41
C004007,P48540,CL17631,A004007,2024-08-02,7899,Approved,59
C004008,P15641,CL20973,A004008,2023-06-07,4036,Rejected,44
C004009,P88214,CL59992,A004009,2024-12-17,13346,Pending,22
C004010,P62159,CL61149,A004010,2024-05-22,35271,Rejected,60
C004011,P53997,CL34696,A004011,2024-07-07,11003,Approved,38
C004012,P80779,CL07435,A004012,2024-10-23,9376,Pending,52
C004013,P37338,CL57321,A004013,2023-03-09,32566,Pending,7
C004014,P50403,CL42523,A004014,2024-01-08,33703,Rejected,46
C004015,P97205,CL87328,A004015,2024-01-11,11775,Rejected,33
C004016,P66528,CL63684,A004016,2024-02-20,16652,Pending,50
C004017,P92518,CL15194,A004017,2023-09-29,20236,Rejected,41
C004018,P52317,CL80619,A004018,2024-04-14,23136,Rejected,2
C004019,P20154,CL25836,A004019,2023-07-04,47741,Approved,26
C004020,P14298,CL14924,A004020,2024-07-13,11884,Approved,28
C004021,P77610,CL17123,A004021,2023-06-08,30595,Approved,38
C004022,P58627,CL71218,A004022,2023-03-22,47094,Rejected,24
C004023,P74281,CL16895,A004023,2023-11-08,3553,Approved,23
C004024,P28465,CL28805,A004024,2024-06-10,45061,Rejected,26
C004025,P46957,CL50761,A004025,2024-04-08,31395,Approved,43
C004026,P43886,CL06297,A004026,2024-08-21,39093,Rejected,48
C004027,P85457,CL38058,A004027,2023-05-06,17835,Pending,34
C004028,P26893,CL66486,A004028,2023-08-15,6575,Rejected,28
C004029,P19318,CL16220,A004029,2023-04-12,42976,Approved,58
C004030,P51180,CL68315,A004030,2023-07-29,13896,Rejected,38
C004031,P68454,CL47490,A004031,2025-02-25,39188,Approved,35
C004032,P61592,CL80785,A004032,2025-01-18,2767,Pending,16
C004033,P97257,CL14030,A004033,2025-01-05,26060,Pending,35
C004034,P50573,CL48355,A004034,2024-08-29,5546,Rejected,34
C004035,P55115,CL76736,A004035,2024-02-21,48073,Rejected,31
C004036,P97045,CL73460,A004036,2024-01-08,35211,Approved,51
C004037,P60909,CL36718,A004037,2023-05-23,16450,Pending,56
C004038,P58223,CL79198,A004038,2023-09-18,45173,Rejected,55
C004039,P54197,CL63005,A004039,2024-04-18,34158,Pending,19
C004040,P83893,CL86147,A004040,2023-12-12,44092,Approved,3
C004041,P43450,CL18420,A004041,2023-09-28,41432,Approved,17
C004042,P55132,CL36329,A004042,2023-11-18,44697,Pending,6
C004043,P82189,CL07466,A004043,2024-06-24,18884,Rejected,55
C004044,P29554,CL79162,A004044,2023-11-02,21698,Rejected,41
C004045,P78383,CL79731,A004045,2023-03-28,38275,Rejected,26
C004046,P53820,CL56236,A004046,2024-07-24,12102,Pending,54
C004047,P62172,CL24756,A004047,2024-06-21,29688,Pending,14
C004048,P60079,CL63186,A004048,2023-06-29,16836,Pending,12
C004049,P68648,CL75372,A004049,2024-10-17,33689,Rejected,6
C004050,P10939,CL03180,A004050,2024-10-08,20761,Rejected,36
C004051,P11637,CL13695,A004051,2024-04-02,33746,Approved,49
C004052,P57781,CL28786,A004052,2023-06-12,21742,Rejected,42
C004053,P69521,CL10326,A004053,2023-06-28,40521,Rejected,24
C004054,P33789,CL38120,A004054,2025-02-18,41491,Pending,40
C004055,P21497,CL97898,A004055,2024-05-11,13102,Rejected,29
C004056,P64860,CL31777,A004056,2023-12-06,6425,Pending,22
C004057,P32844,CL85733,A004057,2024-07-14,21845,Rejected,24
C004058,P63130,CL08419,A004058,2024-08-03,28229,Rejected,24
C004059,P80932,CL68308,A004059,2023-10-14,7265,Pending,3
C004060,P95834,CL45718,A004060,2025-02-24,30044,Approved,44
C004061,P47735,CL19742,A004061,2024-09-14,6626,Rejected,47
C004062,P62815,CL62535,A004062,2024-07-06,42847,Pending,2
C004063,P66342,CL24329,A004063,2023-11-02,16539,Approved,28
C004064,P30023,CL26945,A004064,2024-07-30,22664,Pending,27
C004065,P99240,CL68127,A004065,2024-05-23,4102,Approved,1
C004066,P63278,CL01306,A004066,2023-08-14,2617,Rejected,42
C004067,P92634,CL20030,A004067,2025-01-06,802,Pending,13
C004068,P87773,CL70238,A004068,2024-07-21,37777,Rejected,5
C004069,P64032,CL62265,A004069,2024-07-16,3283,Pending,18
C004070,P39349,CL53710,A004070,2024-08-22,32081,Rejected,2
C004071,P71033,CL25660,A004071,2024-03-17,15065,Approved,51
C004072,P66492,CL21230,A004072,2023-08-15,21346,Approved,7
C004073,P22487,CL68360,A004073,2024-12-04,25223,Rejected,37
C004074,P71203,CL44944,A004074,2023-05-12,46074,Approved,27
C004075,P62728,CL05283,A004075,2024-03-08,15818,Rejected,5
C004076,P26697,CL44416,A004076,2024-02-29,17651,Rejected,27
C004077,P14670,CL49042,A004077,2024-09-13,2803,Approved,8
C004078,P89765,CL12634,A004078,2024-12-15,18975,Approved,16
C004079,P37725,CL89378,A004079,2023-11-01,16576,Rejected,10
C004080,P42203,CL21989,A004080,2024-05-22,31250,Pending,24
C004081,P28154,CL73419,A004081,2024-03-13,8659,Approved,47
C004082,P23479,CL71731,A004082,2023-05-11,8573,Rejected,44
C004083,P77458,CL05417,A004083,2025-02-23,35044,Rejected,45
C004084,P22581,CL64924,A004084,2023-11-07,49726,Rejected,2
C004085,P95088,CL12673,A004085,2024-03-23,32942,Pending,32
C004086,P99890,CL84320,A004086,2024-08-29,23247,Pending,24
C004087,P73238,CL70513,A004087,2024-05-16,2303,Approved,5
C004088,P95381,CL81190,A004088,2024-05-18,49048,Pending,40
C004089,P81940,CL08534,A004089,2024-09-30,2864,Pending,33
C004090,P78289,CL70860,A004090,2023-09-29,28467,Rejected,57
C004091,P47038,CL52202,A004091,2023-08-20,19484,Approved,1
C004092,P46556,CL04383,A004092,2025-02-06,14704,Approved,35
C004093,P34093,CL93215,A004093,2024-10-29,33490,Pending,36
C004094,P52792,CL87842,A004094,2023-09-08,39271,Approved,31
C004095,P67196,CL12581,A004095,2024-11-10,32928,Rejected,13
C004096,P47170,CL37143,A004096,2025-01-16,11949,Rejected,52
C004097,P13529,CL65186,A004097,2023-03-31,27365,Rejected,54
C004098,P14057,CL51635,A004098,2023-11-28,17785,Rejected,3
C004099,P72615,CL70627,A004099,2023-03-07,48363,Rejected,50
C004100,P48881,CL23970,A004100,2024-10-26,13103,Approved,30
C004101,P67052,CL93122,A004101,2023-03-13,40639,Approved,38
C004102,P40017,CL19705,A004102,2023-08-10,20848,Rejected,51
C004103,P11146,CL65472,A004103,2023-04-02,40480,Pending,28
C004104,P50006,CL60728,A004104,2023-08-27,13398,Pending,59
C004105,P43858,CL56254,A004105,2025-02-06,37203,Approved,60
C004106,P20190,CL45923,A004106,2024-12-30,33227,Pending,8
C004107,P95354,CL56677,A004107,2024-03-24,30767,Pending,43
C004108,P12852,CL46998,A004108,2024-02-10,10820,Approved,38
C004109,P61811,CL48846,A004109,2024-07-08,24765,Approved,25
C004110,P48104,CL29879,A004110,2024-10-13,4747,Rejected,25
C004111,P48515,CL48579,A004111,2024-01-23,25155,Pending,5
C004112,P27402,CL79989,A004112,2024-07-15,45464,Pending,45
C004113,P48970,CL38333,A004113,2023-04-05,3898,Pending,28
C004114,P41888,CL60078,A004114,2024-01-19,32666,Rejected,30
C004115,P66127,CL19124,A004115,2024-08-27,45573,Pending,28
C004116,P52724,CL43686,A004116,2024-04-28,32113,Rejected,11
C004117,P81562,CL32299,A004117,2023-10-12,26985,Pending,15
C004118,P32647,CL92481,A004118,2024-02-26,27265,Approved,19
C004119,P28603,CL65741,A004119,2024-12-06,6846,Approved,23
C004120,P38405,CL91636,A004120,2023-12-22,29515,Pending,16
C004121,P44795,CL59719,A004121,2024-11-09,20199,Pending,13
C004122,P59063,CL39772,A004122,2023-10-28,10369,Rejected,53
C004123,P62751,CL95105,A004123,2024-10-18,4377,Rejected,38
C004124,P69438,CL10242,A004124,2024-10-21,41943,Approved,38
C004125,P74343,CL81990,A004125,2024-06-02,4975,Approved,5
C004126,P83900,CL58853,A004126,2023-04-24,12056,Approved,26
C004127,P59543,CL09047,A004127,2023-09-26,15595,Approved,7
C004128,P21937,CL23519,A004128,2023-04-09,40871,Pending,9
C004129,P38592,CL89524,A004129,2024-07-19,48131,Pending,49
C004130,P32811,CL33363,A004130,2023-06-25,7219,Rejected,14
C004131,P69339,CL03416,A004131,2023-11-24,7277,Approved,46
C004132,P79221,CL14760,A004132,2023-10-20,35224,Approved,60
C004133,P79395,CL82423,A004133,2024-01-06,11481,Rejected,15
C004134,P60821,CL89088,A004134,2023-11-23,20268,Rejected,42
C004135,P14197,CL61841,A004135,2023-07-01,1236,Approved,4
C004136,P62691,CL39951,A004136,2024-10-01,20473,Pending,46
C004137,P35965,CL48338,A004137,2024-09-30,22749,Rejected,60
C004138,P59949,CL53704,A004138,2023-06-30,6578,Approved,5
C004139,P40810,CL69816,A004139,2024-05-17,40414,Pending,32
C004140,P87396,CL79887,A004140,2023-05-17,43127,Rejected,48
C004141,P78628,CL83205,A004141,2024-02-04,37287,Pending,47
C004142,P73620,CL60072,A004142,2023-03-13,11010,Pending,10
C004143,P49432,CL26305,A004143,2023-09-23,579,Approved,60
C004144,P76854,CL21284,A004144,2025-01-26,12700,Rejected,8
C004145,P92763,CL37805,A004145,2023-11-19,31350,Approved,46
C004146,P13314,CL58477,A004146,2024-09-20,35446,Approved,6
C004147,P44205,CL63881,A004147,2024-01-19,4779,Approved,26
C004148,P88987,CL25407,A004148,2024-05-08,36837,Approved,59
C004149,P17427,CL83102,A004149,2024-01-16,31792,Rejected,30
C004150,P96490,CL29585,A004150,2025-02-07,18814,Approved,14
C004151,P83715,CL16650,A004151,2024-11-12,28146,Approved,2
C004152,P99249,CL16838,A004152,2023-09-12,26896,Approved,50
C004153,P45335,CL61553,A004153,2025-01-30,1678,Pending,24
C004154,P70962,CL90448,A004154,2023-06-14,14046,Pending,19
C004155,P84081,CL43147,A004155,2023-12-31,49720,Pending,56
C004156,P39675,CL55614,A004156,2024-04-23,27726,Pending,23
C004157,P48755,CL24318,A004157,2023-07-14,19509,Rejected,30
C004158,P75758,CL94465,A004158,2024-04-21,17509,Pending,48
C004159,P47890,CL74105,A004159,2024-07-05,49568,Rejected,16
C004160,P79657,CL51230,A004160,2024-06-25,37469,Approved,4
C004161,P33104,CL98407,A004161,2023-10-21,41309,Approved,37
C004162,P77476,CL26560,A004162,2024-10-26,47884,Rejected,36
C004163,P54667,CL18517,A004163,2024-05-24,22024,Rejected,24
C004164,P59062,CL55032,A004164,2024-03-30,17846,Pending,35
C004165,P10124,CL51841,A004165,2025-01-14,20381,Rejected,30
C004166,P31057,CL48072,A004166,2023-10-16,23968,Rejected,20
C004167,P52063,CL17583,A004167,2024-08-13,22690,Rejected,21
C004168,P73581,CL15370,A004168,2023-12-11,6662,Rejected,30
C004169,P22227,CL26197,A004169,2023-11-07,45369,Pending,55
C004170,P30041,CL55286,A004170,2024-03-24,7636,Rejected,10
C004171,P94205,CL09586,A004171,2023-11-22,46141,Rejected,40
C004172,P61611,CL96531,A004172,2024-07-02,47361,Pending,41
C004173,P98324,CL96922,A004173,2023-04-03,26655,Approved,39
C004174,P92980,CL22613,A004174,2024-01-30,28068,Approved,21
C004175,P88869,CL96519,A004175,2023-12-20,36120,Rejected,9
C004176,P20915,CL26132,A004176,2023-12-17,14695,Rejected,34
C004177,P90757,CL38370,A004177,2024-12-01,37148,Approved,10
C004178,P57066,CL01333,A004178,2024-03-12,20701,Rejected,41
C004179,P77931,CL13233,A004179,2023-10-05,33817,Pending,33
C004180,P66739,CL86056,A004180,2024-02-10,24448,Approved,58
C004181,P40878,CL74873,A004181,2025-02-12,7642,Pending,15
C004182,P91438,CL81414,A004182,2024-08-08,45816,Pending,11
C004183,P92727,CL45579,A004183,2023-05-02,42905,Rejected,54
C004184,P73460,CL72813,A004184,2023-08-08,6362,Approved,5
C004185,P18289,CL14611,A004185,2024-05-08,25675,Rejected,38
C004186,P94957,CL06783,A004186,2023-12-25,45456,Pending,48
C004187,P77425,CL73377,A004187,2023-07-13,16542,Approved,38
C004188,P14243,CL63826,A004188,2023-03-15,28618,Rejected,17
C004189,P63432,CL86883,A004189,2025-01-21,3943,Rejected,29
C004190,P76502,CL73622,A004190,2025-02-21,19427,Pending,8
C004191,P47594,CL04406,A004191,2025-01-30,25587,Approved,56
C004192,P82399,CL45218,A004192,2023-11-04,37415,Pending,41
C004193,P39417,CL20055,A004193,2024-06-13,35177,Rejected,46
C004194,P59823,CL96580,A004194,2024-02-10,4594,Pending,39
C004195,P13364,CL41459,A004195,2023-07-27,22168,Rejected,34
C004196,P27911,CL97653,A004196,2024-02-14,5099,Pending,57
C004197,P46523,CL41938,A004197,2024-11-24,41355,Pending,40
C004198,P76209,CL16455,A004198,2024-11-23,33148,Approved,19
C004199,P45845,CL19432,A004199,2024-09-22,41356,Pending,21
C004200,P60480,CL58139,A004200,2023-03-25,8610,Pending,39
C004201,P60969,CL51702,A004201,2024-12-20,23641,Rejected,47
C004202,P23839,CL96527,A004202,2023-08-20,18368,Rejected,44
C004203,P24022,CL11203,A004203,2024-11-04,43844,Pending,16
C004204,P43317,CL69110,A004204,2024-01-14,7657,Rejected,53
C004205,P42092,CL26362,A004205,2023-07-27,35255,Pending,30
C004206,P68176,CL14380,A004206,2023-09-05,12918,Pending,51
C004207,P48900,CL31301,A004207,2024-05-02,44325,Approved,1
C004208,P80999,CL28207,A004208,2023-11-23,6160,Approved,27
C004209,P25684,CL30582,A004209,2024-04-09,47879,Pending,32
C004210,P10611,CL09889,A004210,2023-07-15,7516,Rejected,41
C004211,P63613,CL70211,A004211,2024-08-26,26738,Approved,25
C004212,P22072,CL08747,A004212,2023-03-26,20592,Pending,1
C004213,P58940,CL83472,A004213,2023-08-04,3437,Rejected,57
C004214,P39664,CL97025,A004214,2023-06-28,40719,Rejected,11
C004215,P96151,CL83968,A004215,2023-05-23,30499,Pending,13
C004216,P74460,CL32256,A004216,2024-10-08,43261,Approved,58
C004217,P57565,CL22302,A004217,2024-04-22,6882,Approved,39
C004218,P86709,CL83433,A004218,2023-09-06,6009,Approved,5
C004219,P71757,CL93276,A004219,2023-04-29,18176,Pending,51
C004220,P80491,CL95839,A004220,2023-05-22,32162,Approved,7
C004221,P29780,CL54985,A004221,2024-01-12,30668,Approved,24
C004222,P99514,CL95094,A004222,2023-12-27,17582,Pending,23
C004223,P94963,CL58710,A004223,2024-09-06,33348,Approved,39
C004224,P68916,CL14013,A004224,2024-06-26,5899,Rejected,39
C004225,P96617,CL50621,A004225,2024-02-28,5653,Rejected,49
C004226,P38013,CL45200,A004226,2024-03-31,13082,Approved,12
C004227,P47803,CL89006,A004227,2023-12-14,27410,Rejected,41
C004228,P58681,CL10773,A004228,2024-05-23,7752,Pending,56
C004229,P30768,CL26563,A004229,2023-04-29,42609,Approved,10
C004230,P92622,CL04293,A004230,2023-10-07,19051,Rejected,2
C004231,P66323,CL29121,A004231,2025-01-13,8743,Approved,2
C004232,P67960,CL81715,A004232,2024-03-10,18329,Rejected,51
C004233,P39397,CL76205,A004233,2024-01-15,22213,Pending,14
C004234,P31825,CL53844,A004234,2025-02-07,2638,Pending,1
C004235,P13090,CL77235,A004235,2023-03-30,6024,Rejected,55
C004236,P20153,CL24297,A004236,2024-03-02,37825,Rejected,36
C004237,P99551,CL99169,A004237,2023-11-03,38217,Approved,14
C004238,P96121,CL12137,A004238,2024-05-01,18247,Approved,5
C004239,P61901,CL71017,A004239,2024-04-12,3864,Approved,46
C004240,P75048,CL18714,A004240,2024-11-16,5197,Pending,40
C004241,P70488,CL01524,A004241,2023-11-28,41201,Rejected,59
C004242,P84060,CL90765,A004242,2023-11-19,22912,Rejected,8
C004243,P66089,CL23322,A004243,2023-07-13,7951,Pending,47
C004244,P84792,CL34122,A004244,2023-06-07,4816,Approved,26
C004245,P94161,CL39778,A004245,2023-07-01,44207,Pending,31
C004246,P39873,CL25584,A004246,2024-09-10,38196,Approved,18
C004247,P44045,CL01105,A004247,2024-02-19,35593,Pending,35
C004248,P99183,CL57558,A004248,2024-07-05,1984,Pending,11
C004249,P34479,CL05877,A004249,2025-02-16,4231,Rejected,41
C004250,P76315,CL26264,A004250,2025-01-13,12366,Rejected,11
C004251,P32698,CL73706,A004251,2024-03-07,35672,Pending,12
C004252,P27915,CL31402,A004252,2024-09-06,30231,Approved,48
C004253,P48274,CL46850,A004253,2024-10-11,29181,Pending,28
C004254,P73366,CL90755,A004254,2023-03-09,16855,Approved,3
C004255,P53779,CL17953,A004255,2023-06-16,38580,Rejected,23
C004256,P67011,CL10278,A004256,2024-04-28,41375,Rejected,18
C004257,P70453,CL11188,A004257,2024-02-24,24843,Approved,56
C004258,P96348,CL45513,A004258,2024-02-03,38323,Pending,38
C004259,P24517,CL77448,A004259,2023-04-03,30027,Rejected,47
C004260,P40298,CL20295,A004260,2024-01-19,49078,Approved,43
C004261,P29796,CL44398,A004261,2023-07-09,48913,Rejected,55
C004262,P91272,CL65547,A004262,2024-01-02,44892,Rejected,50
C004263,P41585,CL47078,A004263,2023-09-14,10584,Rejected,28
C004264,P32789,CL49243,A004264,2023-05-31,16652,Approved,34
C004265,P70144,CL75263,A004265,2023-06-23,29835,Approved,12
C004266,P60947,CL23454,A004266,2024-11-02,44920,Pending,19
C004267,P60749,CL31295,A004267,2024-06-18,8947,Approved,48
C004268,P62850,CL94654,A004268,2025-02-23,40355,Pending,18
C004269,P58144,CL95159,A004269,2024-11-08,44510,Rejected,23
C004270,P60384,CL79670,A004270,2024-03-25,47214,Pending,28
C004271,P57398,CL70901,A004271,2024-07-18,9945,Rejected,10
C004272,P51855,CL54364,A004272,2023-12-28,39709,Rejected,14
C004273,P36499,CL76456,A004273,2024-12-06,48551,Pending,18
C004274,P14953,CL20227,A004274,2024-12-18,13205,Pending,19
C004275,P23712,CL96925,A004275,2024-12-19,4141,Rejected,51
C004276,P61787,CL12004,A004276,2023-07-31,49001,Rejected,31
C004277,P22398,CL46601,A004277,2024-05-28,22317,Approved,34
C004278,P90515,CL74960,A004278,2024-12-09,49116,Approved,30
C004279,P49365,CL25966,A004279,2024-09-30,40884,Pending,47
C004280,P29165,CL26869,A004280,2024-03-04,31501,Pending,44
C004281,P95208,CL26436,A004281,2024-07-13,31518,Rejected,42
C004282,P51800,CL19066,A004282,2023-06-10,26645,Pending,50
C004283,P59441,CL41242,A004283,2024-05-27,28859,Pending,17
C004284,P93021,CL99027,A004284,2023-08-08,49988,Pending,18
C004285,P90957,CL26612,A004285,2024-11-13,33521,Rejected,17
C004286,P69374,CL63525,A004286,2023-03-29,36851,Approved,33
C004287,P61263,CL15098,A004287,2025-02-01,47221,Approved,19
C004288,P97739,CL41415,A004288,2023-12-12,21391,Pending,37
C004289,P32968,CL58494,A004289,2024-09-26,48752,Pending,18
C004290,P34018,CL43273,A004290,2023-05-19,38664,Approved,49
C004291,P68378,CL38509,A004291,2024-04-14,37719,Pending,25
C004292,P25148,CL06714,A004292,2024-04-04,28754,Rejected,11
C004293,P57081,CL08455,A004293,2023-10-17,41291,Rejected,48
C004294,P62995,CL08630,A004294,2025-02-07,39996,Pending,14
C004295,P44612,CL03893,A004295,2023-05-23,14973,Approved,7
C004296,P38152,CL09912,A004296,2024-11-24,27314,Pending,57
C004297,P72241,CL45717,A004297,2023-06-28,27518,Approved,38
C004298,P47378,CL54616,A004298,2023-09-17,988,Pending,11
C004299,P28464,CL32012,A004299,2024-02-14,13845,Approved,58
C004300,P62504,CL21836,A004300,2024-12-13,27909,Approved,15
C004301,P43107,CL60367,A004301,2024-07-17,22085,Pending,44
C004302,P56580,CL59678,A004302,2023-06-08,34850,Pending,46
C004303,P42986,CL74780,A004303,2024-05-26,38106,Rejected,20
C004304,P94994,CL94172,A004304,2023-11-23,14428,Pending,41
C004305,P12368,CL56167,A004305,2024-07-07,22975,Approved,13
C004306,P77159,CL71331,A004306,2024-08-09,2226,Rejected,24
C004307,P63768,CL07709,A004307,2023-06-06,15884,Pending,7
C004308,P27707,CL63309,A004308,2024-07-12,31691,Rejected,56
C004309,P22061,CL71832,A004309,2024-08-17,31073,Rejected,57
C004310,P63730,CL96751,A004310,2024-06-25,19843,Approved,28
