claim_id,accident_id,claimant_id,vehicle_id,policy_id_y,claim_date,claim_amount,status,processing_days
C004452,A004452,CL87130,V004452,P21587,2024-12-16,45956,Rejected,53
C004453,A004453,CL31218,V004453,P61942,2024-05-15,10646,Rejected,34
C004454,A004454,CL65142,V004454,P84644,2024-06-05,17941,Rejected,16
C004455,A004455,CL42616,V004455,P27519,2023-04-11,10023,Rejected,34
C004456,A004456,CL87524,V004456,P33389,2024-10-07,10285,Rejected,51
C004457,A004457,CL69432,V004457,P79642,2023-06-14,20882,Approved,20
C004458,A004458,CL99613,V004458,P40188,2024-04-25,49428,Rejected,24
C004459,A004459,CL26548,V004459,P38888,2024-03-05,46943,Rejected,44
C004460,A004460,CL25761,V004460,P61481,2025-02-17,6530,Rejected,56
C004461,A004461,CL04531,V004461,P78091,2024-07-27,24788,Pending,43
C004462,A004462,CL15599,V004462,P25237,2024-06-01,8232,Rejected,50
C004463,A004463,CL46038,V004463,P12574,2023-06-11,11314,Pending,60
C004464,A004464,CL35713,V004464,P97001,2024-05-27,21345,Pending,56
C004465,A004465,CL27150,V004465,P11161,2023-05-08,7251,Pending,32
C004466,A004466,CL19961,V004466,P59489,2024-05-19,6672,Approved,55
C004467,A004467,CL16635,V004467,P15838,2024-06-19,30663,Approved,59
C004468,A004468,CL10111,V004468,P32830,2024-06-12,25183,Approved,51
C004469,A004469,CL82370,V004469,P15815,2023-05-19,30222,Rejected,21
C004470,A004470,CL91229,V004470,P55025,2024-04-07,4424,Rejected,26
C004471,A004471,CL31780,V004471,P19662,2025-01-13,42601,Pending,24
C004472,A004472,CL07520,V004472,P13899,2024-08-28,10514,Rejected,21
C004473,A004473,CL96794,V004473,P65777,2023-03-14,4294,Rejected,17
C004474,A004474,CL89707,V004474,P34597,2023-11-04,33100,Pending,34
C004475,A004475,CL76831,V004475,P26102,2023-03-07,4055,Rejected,4
C004476,A004476,CL77838,V004476,P95730,2023-11-16,28622,Approved,34
C004477,A004477,CL40537,V004477,P73602,2024-04-11,47175,Approved,39
C004478,A004478,CL04621,V004478,P54784,2023-05-08,23096,Rejected,18
C004479,A004479,CL80259,V004479,P53839,2024-02-16,25554,Pending,7
C004480,A004480,CL32889,V004480,P75251,2024-04-20,30058,Approved,30
C004481,A004481,CL97501,V004481,P58473,2025-02-03,25010,Pending,32
C004482,A004482,CL40438,V004482,P93719,2024-07-18,32289,Rejected,56
C004483,A004483,CL70345,V004483,P95383,2024-12-11,5804,Rejected,21
C004484,A004484,CL11357,V004484,P28237,2023-03-29,41426,Pending,17
C004485,A004485,CL21624,V004485,P44809,2023-12-29,40703,Rejected,53
C004486,A004486,CL78976,V004486,P14832,2023-10-29,14982,Approved,8
C004487,A004487,CL37427,V004487,P49377,2024-11-10,26313,Pending,34
C004488,A004488,CL43690,V004488,P79775,2023-10-04,33119,Rejected,34
C004489,A004489,CL17213,V004489,P58946,2024-09-27,6494,Approved,2
C004490,A004490,CL95222,V004490,P23679,2024-03-27,47927,Rejected,55
C004491,A004491,CL28256,V004491,P53027,2023-10-20,37069,Approved,2
C004492,A004492,CL57901,V004492,P48649,2023-10-23,8578,Approved,49
C004493,A004493,CL90392,V004493,P41477,2023-03-15,19944,Pending,16
C004494,A004494,CL73610,V004494,P69457,2023-05-17,44699,Approved,43
C004495,A004495,CL47326,V004495,P19891,2023-11-10,5261,Rejected,27
C004496,A004496,CL32255,V004496,P33404,2025-01-07,26285,Approved,51
C004497,A004497,CL56320,V004497,P81374,2023-03-24,6034,Approved,22
C004498,A004498,CL18599,V004498,P28295,2024-07-26,28019,Rejected,18
C004499,A004499,CL92630,V004499,P27610,2024-02-24,49487,Rejected,37
C004500,A004500,CL30713,V004500,P89270,2023-10-02,45726,Approved,15
C004501,A004501,CL13600,V004501,P77854,2023-03-19,25980,Pending,26
C004502,A004502,CL87437,V004502,P69501,2025-02-13,34040,Rejected,30
C004503,A004503,CL02209,V004503,P28625,2023-10-07,29964,Pending,26
C004504,A004504,CL10048,V004504,P88998,2024-05-30,44005,Approved,10
C004505,A004505,CL32232,V004505,P41123,2023-09-01,28865,Pending,54
C004506,A004506,CL80810,V004506,P84302,2023-07-12,4392,Rejected,54
C004507,A004507,CL99856,V004507,P47004,2024-04-12,6569,Rejected,59
C004508,A004508,CL51098,V004508,P22614,2023-08-25,24699,Approved,26
C004509,A004509,CL63015,V004509,P72894,2024-06-30,12207,Pending,54
C004510,A004510,CL70548,V004510,P51282,2024-03-07,9397,Pending,12
C004511,A004511,CL55267,V004511,P40261,2024-09-28,14958,Approved,23
C004512,A004512,CL65253,V004512,P97168,2024-08-04,8583,Rejected,16
C004513,A004513,CL58503,V004513,P25389,2023-03-04,45036,Approved,33
C004514,A004514,CL57028,V004514,P32660,2023-11-13,17889,Pending,22
C004515,A004515,CL71681,V004515,P31663,2024-12-21,45071,Rejected,2
C004516,A004516,CL36490,V004516,P62936,2024-01-23,21654,Rejected,14
C004517,A004517,CL31629,V004517,P22340,2023-05-07,18013,Rejected,46
C004518,A004518,CL09869,V004518,P49828,2023-10-09,24755,Rejected,11
C004519,A004519,CL52082,V004519,P11537,2024-04-03,22419,Pending,39
C004520,A004520,CL51825,V004520,P48963,2023-05-17,15040,Rejected,50
C004521,A004521,CL71826,V004521,P16724,2023-03-25,43596,Approved,39
C004522,A004522,CL42217,V004522,P26796,2024-03-16,1094,Approved,11
C004523,A004523,CL20224,V004523,P15120,2023-05-03,24341,Approved,36
C004524,A004524,CL26301,V004524,P12487,2024-12-12,32918,Rejected,11
C004525,A004525,CL29375,V004525,P88435,2024-04-04,8926,Approved,28
C004526,A004526,CL91350,V004526,P15412,2023-06-08,27340,Rejected,49
C004527,A004527,CL67713,V004527,P53698,2023-10-17,5698,Approved,56
C004528,A004528,CL03450,V004528,P87202,2025-01-13,1002,Approved,60
C004529,A004529,CL98120,V004529,P20330,2023-07-12,30045,Rejected,4
C004530,A004530,CL46941,V004530,P12333,2024-01-04,43156,Pending,36
C004531,A004531,CL34547,V004531,P30886,2023-06-15,36576,Pending,1
C004532,A004532,CL52520,V004532,P59759,2024-06-12,25965,Approved,15
C004533,A004533,CL85359,V004533,P78032,2023-11-13,35045,Rejected,35
C004534,A004534,CL97853,V004534,P34084,2023-10-26,22155,Pending,8
C004535,A004535,CL86067,V004535,P20670,2023-07-24,7457,Pending,11
C004536,A004536,CL75307,V004536,P77064,2023-04-18,28197,Approved,5
C004537,A004537,CL10217,V004537,P85405,2023-08-03,47137,Pending,35
C004538,A004538,CL52068,V004538,P76004,2024-06-23,10260,Rejected,2
C004539,A004539,CL25277,V004539,P36051,2024-05-05,40540,Rejected,52
C004540,A004540,CL30248,V004540,P20975,2024-09-02,3552,Pending,44
C004541,A004541,CL74981,V004541,P75521,2025-02-09,10588,Rejected,39
C004542,A004542,CL27750,V004542,P92298,2024-07-21,3163,Approved,20
C004543,A004543,CL87534,V004543,P27706,2025-01-30,13165,Rejected,46
C004544,A004544,CL97652,V004544,P12444,2023-10-21,42214,Pending,48
C004545,A004545,CL93223,V004545,P98304,2023-12-24,20906,Rejected,31
C004546,A004546,CL50554,V004546,P48036,2023-11-07,33388,Rejected,58
C004547,A004547,CL63931,V004547,P89344,2023-04-19,12001,Approved,49
C004548,A004548,CL44920,V004548,P10513,2023-08-28,6040,Pending,20
C004549,A004549,CL89115,V004549,P28210,2023-10-22,17971,Pending,58
C004550,A004550,CL34239,V004550,P87091,2024-03-07,49100,Pending,53
C004551,A004551,CL75123,V004551,P97376,2024-08-06,39644,Rejected,57
C004552,A004552,CL02358,V004552,P20196,2025-02-08,10709,Approved,59
C004553,A004553,CL52469,V004553,P75293,2023-06-28,45004,Approved,2
C004554,A004554,CL48050,V004554,P91216,2023-09-20,2749,Approved,12
C004555,A004555,CL80819,V004555,P53725,2023-10-23,4180,Rejected,18
C004556,A004556,CL38933,V004556,P10202,2025-02-21,44004,Rejected,15
C004557,A004557,CL37748,V004557,P76371,2023-09-13,45738,Pending,35
C004558,A004558,CL07274,V004558,P12167,2024-09-22,41493,Rejected,45
C004559,A004559,CL08576,V004559,P41275,2023-03-23,21741,Pending,44
C004560,A004560,CL21759,V004560,P94844,2024-10-17,38025,Pending,45
C004561,A004561,CL10397,V004561,P70061,2023-06-19,31671,Rejected,4
C004562,A004562,CL61843,V004562,P55306,2023-11-18,34972,Pending,10
C004563,A004563,CL84803,V004563,P13193,2023-12-31,16430,Rejected,41
C004564,A004564,CL40040,V004564,P31298,2024-07-21,22094,Rejected,10
C004565,A004565,CL24173,V004565,P95450,2024-06-18,639,Approved,32
C004566,A004566,CL98895,V004566,P83071,2023-04-17,33107,Rejected,58
C004567,A004567,CL31867,V004567,P12480,2024-07-17,22728,Approved,54
C004568,A004568,CL78991,V004568,P83971,2024-08-11,38942,Approved,27
C004569,A004569,CL77657,V004569,P45227,2024-11-21,34814,Rejected,60
C004570,A004570,CL98615,V004570,P36063,2024-03-18,11748,Pending,60
C004571,A004571,CL22774,V004571,P71442,2023-12-21,28546,Pending,51
C004572,A004572,CL53846,V004572,P58651,2023-11-07,5622,Rejected,8
C004573,A004573,CL95394,V004573,P10238,2023-12-15,6059,Rejected,60
C004574,A004574,CL24433,V004574,P31711,2023-12-01,41046,Rejected,30
C004575,A004575,CL37097,V004575,P81715,2023-08-20,2480,Rejected,26
C004576,A004576,CL11500,V004576,P29266,2025-01-28,25843,Rejected,58
C004577,A004577,CL41326,V004577,P48830,2024-04-13,8553,Rejected,12
C004578,A004578,CL42688,V004578,P53661,2023-08-22,12567,Approved,51
C004579,A004579,CL37680,V004579,P21681,2024-05-19,11622,Approved,2
C004580,A004580,CL63866,V004580,P13227,2024-05-15,41841,Approved,24
C004581,A004581,CL43274,V004581,P56228,2023-05-21,27224,Rejected,8
C004582,A004582,CL21537,V004582,P74852,2023-06-28,13937,Rejected,33
C004583,A004583,CL61640,V004583,P39275,2023-03-04,8277,Rejected,8
C004584,A004584,CL59732,V004584,P96018,2023-05-13,33767,Approved,51
C004585,A004585,CL92002,V004585,P72102,2024-09-09,17658,Pending,29
C004586,A004586,CL40019,V004586,P76979,2023-10-12,36253,Approved,14
C004587,A004587,CL34862,V004587,P74162,2024-07-14,1527,Rejected,1
C004588,A004588,CL70616,V004588,P58767,2025-01-15,16666,Pending,6
C004589,A004589,CL58186,V004589,P63045,2025-01-20,16493,Pending,50
C004590,A004590,CL56534,V004590,P60802,2024-02-17,13763,Rejected,41
C004591,A004591,CL37015,V004591,P29963,2024-06-05,23867,Approved,22
C004592,A004592,CL31531,V004592,P26166,2023-12-23,9678,Pending,20
C004593,A004593,CL86487,V004593,P70305,2024-06-26,49274,Approved,24
C004594,A004594,CL11601,V004594,P46003,2024-06-06,17570,Pending,50
C004595,A004595,CL48062,V004595,P18498,2023-05-16,41544,Pending,41
C004596,A004596,CL76728,V004596,P98668,2023-07-08,28843,Approved,60
C004597,A004597,CL62395,V004597,P89575,2025-01-06,35051,Approved,20
C004598,A004598,CL92965,V004598,P60459,2023-04-07,47767,Pending,60
C004599,A004599,CL53316,V004599,P23290,2024-02-05,30737,Approved,41
C004600,A004600,CL88136,V004600,P69987,2024-04-01,18978,Approved,25
C004601,A004601,CL17896,V004601,P46411,2023-12-15,30164,Approved,59
C004602,A004602,CL40987,V004602,P34748,2023-11-19,20056,Approved,8
C004603,A004603,CL14620,V004603,P10796,2024-09-07,49806,Pending,58
C004604,A004604,CL03978,V004604,P73836,2023-11-16,18259,Pending,5
C004605,A004605,CL13731,V004605,P15344,2025-01-01,25502,Rejected,33
C004606,A004606,CL80755,V004606,P32847,2023-12-19,16271,Approved,55
C004607,A004607,CL56881,V004607,P63941,2023-08-21,26059,Rejected,15
C004608,A004608,CL05787,V004608,P89440,2024-10-06,20192,Rejected,30
C004609,A004609,CL24597,V004609,P67171,2024-04-23,28866,Rejected,42
C004610,A004610,CL94896,V004610,P16455,2024-03-10,33155,Approved,32
C004611,A004611,CL02857,V004611,P37463,2023-08-19,42633,Approved,31
C004612,A004612,CL23692,V004612,P99216,2023-07-22,2047,Pending,55
C004613,A004613,CL53140,V004613,P93298,2024-07-25,26572,Approved,59
C004614,A004614,CL38164,V004614,P89604,2025-01-18,34215,Approved,41
C004615,A004615,CL18184,V004615,P76163,2024-02-20,30300,Pending,35
C004616,A004616,CL55589,V004616,P22781,2024-06-21,48030,Rejected,50
C004617,A004617,CL07608,V004617,P38815,2023-09-20,25926,Approved,8
C004618,A004618,CL87905,V004618,P29029,2023-04-19,41007,Approved,11
C004619,A004619,CL11221,V004619,P51810,2025-02-05,4300,Rejected,57
C004620,A004620,CL18620,V004620,P55652,2024-06-11,24126,Pending,44
C004621,A004621,CL18171,V004621,P21508,2025-02-21,39660,Approved,21
C004622,A004622,CL06244,V004622,P43985,2024-05-10,22760,Rejected,38
C004623,A004623,CL07807,V004623,P70911,2024-06-18,22585,Rejected,29
C004624,A004624,CL84083,V004624,P89592,2024-05-12,26859,Pending,49
C004625,A004625,CL86642,V004625,P63572,2023-10-10,48196,Rejected,22
C004626,A004626,CL82760,V004626,P95899,2023-09-24,16957,Pending,43
C004627,A004627,CL35580,V004627,P80422,2024-09-21,12928,Approved,8
C004628,A004628,CL70819,V004628,P37579,2024-09-14,47118,Pending,4
C004629,A004629,CL33321,V004629,P90115,2024-12-29,15238,Rejected,43
C004630,A004630,CL44616,V004630,P91124,2024-08-31,25579,Pending,25
C004631,A004631,CL64297,V004631,P31669,2023-06-20,5089,Pending,44
C004632,A004632,CL65719,V004632,P33936,2024-12-28,47811,Rejected,27
C004633,A004633,CL08917,V004633,P96254,2024-08-24,6946,Pending,16
C004634,A004634,CL07358,V004634,P16902,2023-06-25,16338,Rejected,24
C004635,A004635,CL27940,V004635,P82665,2023-04-15,16073,Approved,34
C004636,A004636,CL14071,V004636,P14778,2024-02-22,36844,Rejected,20
C004637,A004637,CL07935,V004637,P48337,2024-11-18,4357,Rejected,19
C004638,A004638,CL84851,V004638,P39220,2025-02-02,8300,Approved,4
C004639,A004639,CL57132,V004639,P25723,2024-11-19,8040,Rejected,26
C004640,A004640,CL77176,V004640,P39015,2024-08-01,47702,Approved,30
C004641,A004641,CL62772,V004641,P69442,2024-06-26,46343,Approved,11
C004642,A004642,CL97017,V004642,P83958,2023-10-07,40608,Pending,17
C004643,A004643,CL12640,V004643,P49803,2024-12-20,41292,Rejected,38
C004644,A004644,CL19142,V004644,P92060,2024-07-11,27248,Approved,11
C004645,A004645,CL36186,V004645,P91844,2023-10-25,10285,Approved,44
C004646,A004646,CL75692,V004646,P20156,2024-01-03,6246,Rejected,36
C004647,A004647,CL90504,V004647,P12628,2023-08-01,21412,Approved,14
C004648,A004648,CL38561,V004648,P90358,2023-03-06,16528,Approved,24
C004649,A004649,CL13254,V004649,P13403,2024-12-08,38348,Rejected,22
C004650,A004650,CL29512,V004650,P55676,2023-06-15,37040,Pending,12
C004651,A004651,CL48765,V004651,P58484,2023-10-03,13021,Approved,31
C004652,A004652,CL24661,V004652,P34452,2024-12-08,41552,Pending,11
C004653,A004653,CL01279,V004653,P61479,2024-09-23,13548,Pending,42
C004654,A004654,CL19883,V004654,P46838,2023-06-02,46021,Rejected,6
C004655,A004655,CL24614,V004655,P89619,2023-03-29,44125,Pending,37
C004656,A004656,CL09359,V004656,P58515,2024-11-02,14772,Approved,31
C004657,A004657,CL57545,V004657,P45063,2023-10-27,17530,Approved,6
C004658,A004658,CL58667,V004658,P27502,2024-09-28,33806,Approved,16
C004659,A004659,CL05865,V004659,P37508,2024-04-02,44059,Pending,46
C004660,A004660,CL77855,V004660,P65193,2024-07-05,18907,Approved,4
C004661,A004661,CL20646,V004661,P55210,2024-07-13,3148,Rejected,7
C004662,A004662,CL13668,V004662,P22084,2024-01-03,23752,Approved,49
C004663,A004663,CL20884,V004663,P32658,2023-06-30,37737,Approved,1
C004664,A004664,CL25310,V004664,P17581,2024-08-12,44494,Pending,55
C004665,A004665,CL01459,V004665,P29430,2024-05-12,3944,Rejected,37
C004666,A004666,CL96405,V004666,P26032,2024-08-28,8455,Pending,3
C004667,A004667,CL62701,V004667,P50179,2024-12-15,47064,Approved,31
C004668,A004668,CL64585,V004668,P88997,2023-11-04,21766,Rejected,43
C004669,A004669,CL66135,V004669,P67415,2024-03-04,45848,Approved,38
C004670,A004670,CL69255,V004670,P40684,2025-01-28,41489,Rejected,14
C004671,A004671,CL48906,V004671,P91882,2023-09-14,42869,Approved,18
C004672,A004672,CL39318,V004672,P78176,2024-07-05,4951,Rejected,49
C004673,A004673,CL48700,V004673,P76700,2024-04-02,47089,Approved,18
C004674,A004674,CL99786,V004674,P21866,2023-04-21,23004,Pending,16
C004675,A004675,CL45599,V004675,P32625,2024-08-24,12856,Rejected,51
C004676,A004676,CL42374,V004676,P77740,2025-02-03,23644,Pending,25
C004677,A004677,CL02015,V004677,P73452,2024-01-09,44112,Rejected,14
C004678,A004678,CL81492,V004678,P49684,2025-01-08,48640,Approved,50
C004679,A004679,CL21465,V004679,P45327,2024-07-03,22126,Rejected,54
C004680,A004680,CL59186,V004680,P20782,2023-05-06,39580,Rejected,20
C004681,A004681,CL48677,V004681,P14014,2024-04-02,39319,Approved,26
C004682,A004682,CL08797,V004682,P90812,2023-04-02,35683,Pending,32
C004683,A004683,CL21408,V004683,P27973,2024-01-26,34382,Approved,22
C004684,A004684,CL76762,V004684,P46444,2023-06-21,45922,Pending,3
C004685,A004685,CL08092,V004685,P59703,2024-03-01,5133,Pending,50
C004686,A004686,CL69663,V004686,P97957,2023-06-15,11516,Approved,28
C004687,A004687,CL51340,V004687,P38830,2023-03-10,38206,Pending,59
C004688,A004688,CL48666,V004688,P71263,2024-01-29,5050,Pending,18
C004689,A004689,CL04469,V004689,P72609,2023-08-17,37951,Rejected,50
C004690,A004690,CL56440,V004690,P96788,2024-11-08,49484,Pending,46
C004691,A004691,CL59710,V004691,P74526,2024-07-08,11700,Pending,22
C004692,A004692,CL59301,V004692,P50318,2024-02-02,42180,Rejected,22
C004693,A004693,CL65108,V004693,P62996,2023-04-19,2829,Approved,7
C004694,A004694,CL39554,V004694,P35558,2023-11-29,29668,Approved,46
C004695,A004695,CL67346,V004695,P77839,2024-12-16,41892,Approved,21
C004696,A004696,CL17537,V004696,P58671,2023-09-02,39440,Pending,19
C004697,A004697,CL40543,V004697,P15730,2023-06-14,16300,Rejected,19
C004698,A004698,CL44497,V004698,P78665,2025-01-27,10971,Rejected,3
C004699,A004699,CL24835,V004699,P57982,2024-08-19,4832,Pending,59
C004700,A004700,CL01906,V004700,P85441,2025-01-06,31362,Rejected,27
C004701,A004701,CL43619,V004701,P87888,2024-03-31,47371,Approved,8
C004702,A004702,CL14331,V004702,P47268,2024-12-22,36467,Pending,28
C004703,A004703,CL57758,V004703,P51111,2024-04-08,5251,Pending,39
C004704,A004704,CL14170,V004704,P39112,2023-08-23,42260,Rejected,11
C004705,A004705,CL24469,V004705,P98158,2024-03-30,6382,Approved,23
C004706,A004706,CL27619,V004706,P37735,2024-12-02,11574,Rejected,19
C004707,A004707,CL72238,V004707,P99811,2024-12-16,48913,Rejected,6
C004708,A004708,CL26104,V004708,P55925,2025-01-15,782,Rejected,17
C004709,A004709,CL47582,V004709,P47052,2024-10-30,40196,Approved,41
C004710,A004710,CL21117,V004710,P17488,2023-04-14,48519,Rejected,42
C004711,A004711,CL20050,V004711,P13283,2024-12-02,20692,Approved,54
C004712,A004712,CL45662,V004712,P60160,2024-03-16,26592,Rejected,20
C004713,A004713,CL20461,V004713,P10997,2024-12-04,22594,Rejected,25
C004714,A004714,CL29418,V004714,P22665,2024-03-31,13244,Approved,23
C004715,A004715,CL68258,V004715,P42182,2024-09-12,20120,Rejected,59
C004716,A004716,CL69946,V004716,P53464,2024-07-04,25271,Rejected,56
C004717,A004717,CL73936,V004717,P82736,2024-12-22,39153,Approved,32
C004718,A004718,CL26826,V004718,P49044,2024-09-22,24079,Rejected,53
C004719,A004719,CL67170,V004719,P19382,2024-09-09,887,Approved,6
C004720,A004720,CL98403,V004720,P64122,2024-08-28,26372,Pending,26
C004721,A004721,CL38610,V004721,P40860,2023-04-06,41078,Rejected,18
C004722,A004722,CL92272,V004722,P55603,2024-05-13,33792,Approved,57
C004723,A004723,CL57296,V004723,P66594,2024-01-07,49795,Rejected,27
C004724,A004724,CL23440,V004724,P79245,2025-01-14,13389,Rejected,15
C004725,A004725,CL86842,V004725,P97286,2024-11-14,33163,Approved,55
C004726,A004726,CL23087,V004726,P22089,2024-05-27,608,Pending,27
C004727,A004727,CL26632,V004727,P46393,2024-08-08,34464,Rejected,17
C004728,A004728,CL75763,V004728,P53360,2024-04-16,33574,Pending,1
C004729,A004729,CL51102,V004729,P89815,2024-11-14,5815,Rejected,5
C004730,A004730,CL58360,V004730,P21468,2024-11-14,33587,Approved,54
C004731,A004731,CL50700,V004731,P60530,2024-01-19,30474,Rejected,20
C004732,A004732,CL36750,V004732,P71652,2024-02-12,4076,Approved,39
C004733,A004733,CL14716,V004733,P17642,2024-09-04,24357,Approved,40
C004734,A004734,CL44607,V004734,P30326,2023-05-14,8904,Pending,57
C004735,A004735,CL68678,V004735,P38288,2024-08-04,12361,Pending,26
C004736,A004736,CL69376,V004736,P74632,2025-01-26,18326,Rejected,14
C004737,A004737,CL53842,V004737,P48594,2024-10-10,31938,Rejected,3
C004738,A004738,CL53242,V004738,P75078,2023-12-30,8933,Pending,29
C004739,A004739,CL35027,V004739,P34624,2023-07-04,1347,Rejected,4
C004740,A004740,CL96030,V004740,P90232,2024-05-29,22867,Approved,33
C004741,A004741,CL95390,V004741,P19296,2024-09-23,2122,Pending,33
C004742,A004742,CL84954,V004742,P15366,2024-01-06,18209,Approved,23
C004743,A004743,CL43910,V004743,P70016,2023-06-22,19070,Rejected,7
C004744,A004744,CL21719,V004744,P84789,2023-05-19,1254,Rejected,49
C004745,A004745,CL08299,V004745,P21214,2024-03-02,48531,Approved,31
C004746,A004746,CL99788,V004746,P94375,2023-05-17,8275,Rejected,6
C004747,A004747,CL66381,V004747,P50622,2023-04-05,46493,Rejected,22
C004748,A004748,CL10021,V004748,P93766,2023-08-21,39180,Pending,33
C004749,A004749,CL82204,V004749,P52945,2023-10-19,44604,Approved,8
C004750,A004750,CL33678,V004750,P12489,2023-04-24,45322,Rejected,41
C004751,A004751,CL65872,V004751,P40483,2023-05-07,29691,Rejected,35
C004752,A004752,CL08096,V004752,P86970,2023-08-29,22641,Rejected,10
C004753,A004753,CL04960,V004753,P52994,2024-04-14,22530,Approved,42
C004754,A004754,CL44124,V004754,P90483,2024-10-29,26382,Rejected,2
C004755,A004755,CL70347,V004755,P89327,2024-05-31,38109,Rejected,4
C004756,A004756,CL43958,V004756,P68183,2023-06-23,8629,Pending,6
C004757,A004757,CL44106,V004757,P20829,2024-07-09,35878,Pending,15
C004758,A004758,CL59810,V004758,P90497,2024-10-08,39158,Rejected,1
C004759,A004759,CL35911,V004759,P65935,2024-05-17,5091,Approved,25
C004760,A004760,CL67497,V004760,P78589,2023-09-20,44743,Approved,58
C004761,A004761,CL56793,V004761,P15513,2025-01-28,30892,Rejected,44
C004762,A004762,CL47135,V004762,P48979,2024-09-06,8793,Approved,50
C004763,A004763,CL89534,V004763,P81375,2024-07-28,33352,Approved,5
C004764,A004764,CL80879,V004764,P24558,2023-03-13,3317,Pending,41
C004765,A004765,CL51880,V004765,P68099,2024-02-10,36576,Approved,25
C004766,A004766,CL96764,V004766,P47971,2023-06-11,11468,Pending,55
C004767,A004767,CL85383,V004767,P16110,2023-08-28,32692,Approved,40
C004768,A004768,CL85827,V004768,P33758,2024-07-02,3720,Approved,6
C004769,A004769,CL51610,V004769,P84414,2024-04-14,37108,Rejected,9
C004770,A004770,CL36497,V004770,P84422,2024-01-08,33686,Pending,24
C004771,A004771,CL20750,V004771,P42058,2023-06-11,31173,Pending,18
C004772,A004772,CL36609,V004772,P91472,2024-06-03,6427,Rejected,52
C004773,A004773,CL58776,V004773,P66741,2024-01-02,21914,Approved,25
C004774,A004774,CL29008,V004774,P49015,2024-07-03,27876,Rejected,34
C004775,A004775,CL54465,V004775,P93723,2023-10-21,39756,Approved,42
C004776,A004776,CL12865,V004776,P86059,2023-06-12,44876,Rejected,12
C004777,A004777,CL31515,V004777,P28867,2024-12-19,15743,Pending,18
C004778,A004778,CL09227,V004778,P53130,2024-03-21,43539,Approved,48
C004779,A004779,CL37942,V004779,P53127,2024-10-10,33553,Pending,47
C004780,A004780,CL47142,V004780,P32736,2024-01-25,12337,Rejected,1
C004781,A004781,CL70504,V004781,P56107,2023-07-03,43702,Pending,42
C004782,A004782,CL43023,V004782,P10134,2023-11-01,14628,Approved,37
C004783,A004783,CL91295,V004783,P27344,2023-10-08,33520,Pending,58
C004784,A004784,CL92956,V004784,P31481,2023-11-12,36306,Pending,4
C004785,A004785,CL42610,V004785,P43733,2023-11-01,45326,Pending,54
C004786,A004786,CL27172,V004786,P80665,2024-01-29,4921,Pending,43
C004787,A004787,CL46586,V004787,P24848,2024-06-27,24454,Approved,28
C004788,A004788,CL92059,V004788,P74720,2023-03-30,1236,Pending,25
C004789,A004789,CL27565,V004789,P47487,2024-03-07,7172,Rejected,34
C004790,A004790,CL55181,V004790,P91114,2023-05-18,36870,Pending,2
C004791,A004791,CL07954,V004791,P13440,2024-09-30,49362,Approved,56
C004792,A004792,CL78100,V004792,P79680,2023-03-03,26686,Pending,39
C004793,A004793,CL87643,V004793,P44526,2024-01-27,37639,Approved,46
C004794,A004794,CL44791,V004794,P62132,2024-10-31,34361,Approved,6
C004795,A004795,CL71677,V004795,P33264,2023-08-20,17622,Approved,16
C004796,A004796,CL29481,V004796,P26114,2024-04-21,44839,Rejected,14
C004797,A004797,CL79095,V004797,P47168,2023-04-01,15300,Pending,41
C004798,A004798,CL15246,V004798,P18514,2023-05-22,27491,Pending,21
C004799,A004799,CL71795,V004799,P70418,2024-10-21,42638,Pending,20
C004800,A004800,CL20315,V004800,P70531,2024-07-20,13276,Approved,11
C004801,A004801,CL83094,V004801,P26597,2024-12-25,28225,Approved,50
C004802,A004802,CL02002,V004802,P35034,2023-09-16,506,Pending,47
C004803,A004803,CL57200,V004803,P94794,2023-10-11,27179,Rejected,22
C004804,A004804,CL01316,V004804,P29582,2023-12-19,20804,Pending,53
C004805,A004805,CL39696,V004805,P19292,2023-10-19,32472,Approved,35
C004806,A004806,CL39168,V004806,P19227,2023-08-26,49913,Rejected,10
C004807,A004807,CL88321,V004807,P21558,2023-09-07,38572,Approved,54
C004808,A004808,CL70684,V004808,P17324,2024-10-01,21507,Approved,20
C004809,A004809,CL71368,V004809,P98379,2023-06-12,18881,Pending,44
C004810,A004810,CL28290,V004810,P11495,2024-09-09,21475,Approved,57
C004811,A004811,CL97189,V004811,P42358,2023-08-22,3643,Rejected,23
C004812,A004812,CL23579,V004812,P81076,2023-12-01,19601,Rejected,12
C004813,A004813,CL17776,V004813,P65831,2024-04-20,36886,Approved,14
C004814,A004814,CL51889,V004814,P79748,2024-04-28,10140,Pending,41
C004815,A004815,CL68885,V004815,P74181,2023-06-27,21630,Approved,9
C004816,A004816,CL62928,V004816,P35544,2025-02-15,30341,Pending,41
C004817,A004817,CL19384,V004817,P99597,2023-10-10,45349,Rejected,39
C004818,A004818,CL40769,V004818,P30828,2023-06-03,14034,Pending,40
C004819,A004819,CL67683,V004819,P56638,2023-08-06,7633,Pending,23
C004820,A004820,CL61610,V004820,P34805,2023-07-18,17548,Pending,41
C004821,A004821,CL39804,V004821,P83673,2024-11-07,35775,Rejected,13
C004822,A004822,CL30145,V004822,P24031,2025-01-25,14084,Approved,33
C004823,A004823,CL34100,V004823,P72243,2025-01-01,45782,Rejected,5
C004824,A004824,CL71408,V004824,P17936,2023-11-18,23367,Approved,52
